individual	time	statistic	proportion	rate_eur2afr	replicate
eur_2	38000	direct f4-ratio	0.0505435934708216	0.1	13
eur_3	36000	direct f4-ratio	0.047939190212289144	0.1	13
eur_4	34000	direct f4-ratio	0.04660670482420278	0.1	13
eur_5	32000	direct f4-ratio	0.056903182823052005	0.1	13
eur_6	30000	direct f4-ratio	0.06171830047545502	0.1	13
eur_7	28000	direct f4-ratio	0.017231458768662365	0.1	13
eur_8	26000	direct f4-ratio	0.028739287120317376	0.1	13
eur_9	24000	direct f4-ratio	0.0326156082492959	0.1	13
eur_10	22000	direct f4-ratio	0.049695648223857546	0.1	13
eur_11	20000	direct f4-ratio	0.03185851427879228	0.1	13
eur_12	18000	direct f4-ratio	0.03422064746676358	0.1	13
eur_13	16000	direct f4-ratio	0.03204021683171315	0.1	13
eur_14	14000	direct f4-ratio	0.053269131764634624	0.1	13
eur_15	12000	direct f4-ratio	0.03779413100754066	0.1	13
eur_16	10000	direct f4-ratio	0.043033221283425696	0.1	13
eur_17	8000	direct f4-ratio	0.045970745888979744	0.1	13
eur_18	6000	direct f4-ratio	0.034644620090245604	0.1	13
eur_19	4000	direct f4-ratio	0.0416098846188789	0.1	13
eur_20	2000	direct f4-ratio	0.038823778807425574	0.1	13
eur_21	0	direct f4-ratio	0.06907725386875019	0.1	13
eur_1	40000	direct f4-ratio	0.014069389649570666	0.125	13
eur_2	38000	direct f4-ratio	0.031068693432350893	0.125	13
eur_3	36000	direct f4-ratio	0.025353910420051053	0.125	13
eur_4	34000	direct f4-ratio	0.03617428637734973	0.125	13
eur_5	32000	direct f4-ratio	0.03919122766303086	0.125	13
eur_6	30000	direct f4-ratio	0.033476444650731026	0.125	13
eur_7	28000	direct f4-ratio	-0.0071072174518449745	0.125	13
eur_8	26000	direct f4-ratio	0.024280575539568344	0.125	13
eur_9	24000	direct f4-ratio	0.032693200278486885	0.125	13
eur_10	22000	direct f4-ratio	0.022714086795080062	0.125	13
eur_11	20000	direct f4-ratio	0.021408679508006494	0.125	13
eur_12	18000	direct f4-ratio	0.02889301462056161	0.125	13
eur_13	16000	direct f4-ratio	0.025324901369227194	0.125	13
eur_14	14000	direct f4-ratio	0.032693200278486885	0.125	13
eur_15	12000	direct f4-ratio	0.027616616384311905	0.125	13
eur_16	10000	direct f4-ratio	0.023120213506614064	0.125	13
eur_17	8000	direct f4-ratio	0.021901833372012066	0.125	13
eur_18	6000	direct f4-ratio	0.03594221397075888	0.125	13
eur_19	4000	direct f4-ratio	0.019349036899512645	0.125	13
eur_20	2000	direct f4-ratio	0.016651195172893943	0.125	13
eur_21	0	direct f4-ratio	0.03199698305871432	0.125	13
eur_1	40000	direct f4-ratio	6.422795083642309e-4	0.15000000000000002	13
eur_2	38000	direct f4-ratio	0.003065424926283829	0.15000000000000002	13
eur_3	36000	direct f4-ratio	0.014714039646162379	0.15000000000000002	13
eur_4	34000	direct f4-ratio	0.008349633608735002	0.15000000000000002	13
eur_5	32000	direct f4-ratio	0.0050214579744839866	0.15000000000000002	13
eur_6	30000	direct f4-ratio	1.7516713864479023e-4	0.15000000000000002	13
eur_7	28000	direct f4-ratio	0.01884506466586868	0.15000000000000002	13
eur_8	26000	direct f4-ratio	0.011269085919481506	0.15000000000000002	13
eur_9	24000	direct f4-ratio	0.014100954660905614	0.15000000000000002	13
eur_10	22000	direct f4-ratio	0.016494905555717747	0.15000000000000002	13
eur_11	20000	direct f4-ratio	0.02799754766005897	0.15000000000000002	13
eur_12	18000	direct f4-ratio	0.008875135024669372	0.15000000000000002	13
eur_13	16000	direct f4-ratio	0.03158847400227717	0.15000000000000002	13
eur_14	14000	direct f4-ratio	0.017137185064081975	0.15000000000000002	13
eur_15	12000	direct f4-ratio	0.009371441917496278	0.15000000000000002	13
eur_16	10000	direct f4-ratio	0.018509327650132835	0.15000000000000002	13
eur_17	8000	direct f4-ratio	0.015998598662890842	0.15000000000000002	13
eur_18	6000	direct f4-ratio	0.010831168072869529	0.15000000000000002	13
eur_19	4000	direct f4-ratio	-6.130849852567658e-4	0.15000000000000002	13
eur_20	2000	direct f4-ratio	0.016144571278428166	0.15000000000000002	13
eur_21	0	direct f4-ratio	0.017604297433801416	0.15000000000000002	13
eur_1	40000	direct f4-ratio	0.01568452380952381	0.17500000000000002	13
eur_2	38000	direct f4-ratio	0.023720238095238096	0.17500000000000002	13
eur_3	36000	direct f4-ratio	0.018630952380952383	0.17500000000000002	13
eur_4	34000	direct f4-ratio	0.03354166666666667	0.17500000000000002	13
eur_5	32000	direct f4-ratio	0.006130952380952382	0.17500000000000002	13
eur_6	30000	direct f4-ratio	0.006339285714285715	0.17500000000000002	13
eur_7	28000	direct f4-ratio	0.027053571428571427	0.17500000000000002	13
eur_8	26000	direct f4-ratio	0.010625	0.17500000000000002	13
eur_9	24000	direct f4-ratio	0.029642857142857144	0.17500000000000002	13
eur_10	22000	direct f4-ratio	0.007708333333333334	0.17500000000000002	13
eur_11	20000	direct f4-ratio	0.020327380952380954	0.17500000000000002	13
eur_12	18000	direct f4-ratio	0.018214285714285714	0.17500000000000002	13
eur_13	16000	direct f4-ratio	0.011190476190476192	0.17500000000000002	13
eur_14	14000	direct f4-ratio	0.013214285714285715	0.17500000000000002	13
eur_15	12000	direct f4-ratio	0.01767857142857143	0.17500000000000002	13
eur_16	10000	direct f4-ratio	0.016011904761904762	0.17500000000000002	13
eur_17	8000	direct f4-ratio	0.022738095238095238	0.17500000000000002	13
eur_18	6000	direct f4-ratio	0.005505952380952381	0.17500000000000002	13
eur_19	4000	direct f4-ratio	0.03395833333333333	0.17500000000000002	13
eur_20	2000	direct f4-ratio	0.013184523809523811	0.17500000000000002	13
eur_21	0	direct f4-ratio	0.011309523809523811	0.17500000000000002	13
eur_1	40000	direct f4-ratio	0.007425149700598803	0.2	13
eur_2	38000	direct f4-ratio	0.019461077844311378	0.2	13
eur_3	36000	direct f4-ratio	0.017095808383233536	0.2	13
eur_4	34000	direct f4-ratio	0.04646706586826348	0.2	13
eur_5	32000	direct f4-ratio	0.025538922155688624	0.2	13
eur_6	30000	direct f4-ratio	0.023502994011976048	0.2	13
eur_7	28000	direct f4-ratio	0.01032934131736527	0.2	13
eur_8	26000	direct f4-ratio	0.021047904191616767	0.2	13
eur_9	24000	direct f4-ratio	0.04380239520958084	0.2	13
eur_10	22000	direct f4-ratio	0.03005988023952096	0.2	13
eur_11	20000	direct f4-ratio	0.024431137724550897	0.2	13
eur_12	18000	direct f4-ratio	0.03245508982035928	0.2	13
eur_13	16000	direct f4-ratio	0.03637724550898204	0.2	13
eur_14	14000	direct f4-ratio	0.03838323353293413	0.2	13
eur_15	12000	direct f4-ratio	0.03278443113772455	0.2	13
eur_16	10000	direct f4-ratio	0.03535928143712575	0.2	13
eur_17	8000	direct f4-ratio	0.025898203592814372	0.2	13
eur_18	6000	direct f4-ratio	0.016377245508982036	0.2	13
eur_19	4000	direct f4-ratio	0.019850299401197605	0.2	13
eur_20	2000	direct f4-ratio	0.02718562874251497	0.2	13
eur_21	0	direct f4-ratio	0.024550898203592814	0.2	13
eur_1	40000	direct f4-ratio	0.006222484949364528	0.225	13
eur_2	38000	direct f4-ratio	0.019818614563726022	0.225	13
eur_3	36000	direct f4-ratio	-0.0029556803509481508	0.225	13
eur_4	34000	direct f4-ratio	0.011293810183096619	0.225	13
eur_5	32000	direct f4-ratio	0.020316413359675184	0.225	13
eur_6	30000	direct f4-ratio	0.03288583295739153	0.225	13
eur_7	28000	direct f4-ratio	0.04803758380909416	0.225	13
eur_8	26000	direct f4-ratio	0.03789493334162998	0.225	13
eur_9	24000	direct f4-ratio	0.013160555667905978	0.225	13
eur_10	22000	direct f4-ratio	0.005786911002909011	0.225	13
eur_11	20000	direct f4-ratio	0.02348988068385109	0.225	13
eur_12	18000	direct f4-ratio	0.01708072118600563	0.225	13
eur_13	16000	direct f4-ratio	0.018885241821321345	0.225	13
eur_14	14000	direct f4-ratio	0.04732199803991724	0.225	13
eur_15	12000	direct f4-ratio	0.03969945397694569	0.225	13
eur_16	10000	direct f4-ratio	0.03164133596751862	0.225	13
eur_17	8000	direct f4-ratio	0.015245088125943093	0.225	13
eur_18	6000	direct f4-ratio	0.025854424964609615	0.225	13
eur_19	4000	direct f4-ratio	0.020440863058662474	0.225	13
eur_20	2000	direct f4-ratio	0.04225067280618515	0.225	13
eur_21	0	direct f4-ratio	0.017951869078916664	0.225	13
eur_1	40000	direct f4-ratio	0.025305464243627115	0.25	13
eur_2	38000	direct f4-ratio	0.0118774421633691	0.25	13
eur_3	36000	direct f4-ratio	0.02204924641816039	0.25	13
eur_4	34000	direct f4-ratio	0.008714259132915712	0.25	13
eur_5	32000	direct f4-ratio	0.01873100539601811	0.25	13
eur_6	30000	direct f4-ratio	0.0044036469639645226	0.25	13
eur_7	28000	direct f4-ratio	0.033461514606462815	0.25	13
eur_8	26000	direct f4-ratio	0.037213918005333996	0.25	13
eur_9	24000	direct f4-ratio	0.03101159833777833	0.25	13
eur_10	22000	direct f4-ratio	0.01615704273398251	0.25	13
eur_11	20000	direct f4-ratio	0.03529119890839174	0.25	13
eur_12	18000	direct f4-ratio	0.02040563170625814	0.25	13
eur_13	16000	direct f4-ratio	0.0028220554487378277	0.25	13
eur_14	14000	direct f4-ratio	0.04205172734602742	0.25	13
eur_15	12000	direct f4-ratio	0.05368107672269428	0.25	13
eur_16	10000	direct f4-ratio	0.0422067853377163	0.25	13
eur_17	8000	direct f4-ratio	0.03808224275879179	0.25	13
eur_18	6000	direct f4-ratio	0.03609750046517397	0.25	13
eur_19	4000	direct f4-ratio	0.02077777088631148	0.25	13
eur_20	2000	direct f4-ratio	0.0512311604540098	0.25	13
eur_21	0	direct f4-ratio	0.056162004589716555	0.25	13
eur_1	40000	direct f4-ratio	0.08148465381870093	0	14
eur_2	38000	direct f4-ratio	0.023897216274089937	0	14
eur_3	36000	direct f4-ratio	0.026466809421841542	0	14
eur_4	34000	direct f4-ratio	0.020128479657387583	0	14
eur_5	32000	direct f4-ratio	0.00782298358315489	0	14
eur_6	30000	direct f4-ratio	0.03406138472519629	0	14
eur_7	28000	direct f4-ratio	0.01815845824411135	0	14
eur_8	26000	direct f4-ratio	0.021841541755888653	0	14
eur_9	24000	direct f4-ratio	0.015817273376159888	0	14
eur_10	22000	direct f4-ratio	0.027180585296216992	0	14
eur_11	20000	direct f4-ratio	0.0017416131334760886	0	14
eur_12	18000	direct f4-ratio	0.03526052819414704	0	14
eur_13	16000	direct f4-ratio	0.014018558172733762	0	14
eur_14	14000	direct f4-ratio	0.017787294789436116	0	14
eur_15	12000	direct f4-ratio	0.01790149892933619	0	14
eur_16	10000	direct f4-ratio	0.03383297644539615	0	14
eur_17	8000	direct f4-ratio	0.014618129907209138	0	14
eur_18	6000	direct f4-ratio	0.017558886509635975	0	14
eur_19	4000	direct f4-ratio	0.026209850107066383	0	14
eur_20	2000	direct f4-ratio	0.0241541755888651	0	14
eur_21	0	direct f4-ratio	0.024753747323340472	0	14
eur_1	40000	direct f4-ratio	0.03063324155919432	0.025	14
eur_2	38000	direct f4-ratio	0.010491233154615273	0.025	14
eur_3	36000	direct f4-ratio	0.021185335458629183	0.025	14
eur_4	34000	direct f4-ratio	0.02828575568758151	0.025	14
eur_5	32000	direct f4-ratio	0.033705260107230836	0.025	14
eur_6	30000	direct f4-ratio	0.03367627880017389	0.025	14
eur_7	28000	direct f4-ratio	0.06259962324300826	0.025	14
eur_8	26000	direct f4-ratio	0.013940008694392115	0.025	14
eur_9	24000	direct f4-ratio	0.044602231560643385	0.025	14
eur_10	22000	direct f4-ratio	0.017649615997681497	0.025	14
eur_11	20000	direct f4-ratio	0.02825677438052456	0.025	14
eur_12	18000	direct f4-ratio	0.022663382118533543	0.025	14
eur_13	16000	direct f4-ratio	0.015041298362556152	0.025	14
eur_14	14000	direct f4-ratio	0.014171859150847703	0.025	14
eur_15	12000	direct f4-ratio	0.017012027242428632	0.025	14
eur_16	10000	direct f4-ratio	0.009853644399362411	0.025	14
eur_17	8000	direct f4-ratio	0.029416026662802488	0.025	14
eur_18	6000	direct f4-ratio	0.023098101724387768	0.025	14
eur_19	4000	direct f4-ratio	0.019881176641066513	0.025	14
eur_20	2000	direct f4-ratio	0.01756267207651065	0.025	14
eur_21	0	direct f4-ratio	0.021330241993913923	0.025	14
eur_1	40000	direct f4-ratio	0.05287695130387704	0.05	14
eur_2	38000	direct f4-ratio	0.031702108460913765	0.05	14
eur_3	36000	direct f4-ratio	0.04589887809426414	0.05	14
eur_4	34000	direct f4-ratio	0.0322134327909285	0.05	14
eur_5	32000	direct f4-ratio	0.0647577225012783	0.05	14
eur_6	30000	direct f4-ratio	0.01702409239931422	0.05	14
eur_7	28000	direct f4-ratio	0.03389779528980058	0.05	14
eur_8	26000	direct f4-ratio	0.04740277318254279	0.05	14
eur_9	24000	direct f4-ratio	0.05519294973982614	0.05	14
eur_10	22000	direct f4-ratio	0.05311757451800162	0.05	14
eur_11	20000	direct f4-ratio	0.053568743044485216	0.05	14
eur_12	18000	direct f4-ratio	0.035100911360423495	0.05	14
eur_13	16000	direct f4-ratio	0.05805035040755557	0.05	14
eur_14	14000	direct f4-ratio	0.04836526603904111	0.05	14
eur_15	12000	direct f4-ratio	0.04427467139892321	0.05	14
eur_16	10000	direct f4-ratio	0.053598820946250784	0.05	14
eur_17	8000	direct f4-ratio	0.03871025957229224	0.05	14
eur_18	6000	direct f4-ratio	0.03654465064517099	0.05	14
eur_19	4000	direct f4-ratio	0.04559809907660842	0.05	14
eur_20	2000	direct f4-ratio	0.0554636508557163	0.05	14
eur_21	0	direct f4-ratio	0.0339880289950973	0.05	14
eur_1	40000	direct f4-ratio	0.058115311561791554	0.07500000000000001	14
eur_2	38000	direct f4-ratio	0.032626677286930944	0.07500000000000001	14
eur_3	36000	direct f4-ratio	0.037987868390417255	0.07500000000000001	14
eur_4	34000	direct f4-ratio	0.030420930090068007	0.07500000000000001	14
eur_5	32000	direct f4-ratio	0.019667912505361193	0.07500000000000001	14
eur_6	30000	direct f4-ratio	0.040040438698609154	0.07500000000000001	14
eur_7	28000	direct f4-ratio	0.008792353409717542	0.07500000000000001	14
eur_8	26000	direct f4-ratio	0.044114943937258747	0.07500000000000001	14
eur_9	24000	direct f4-ratio	0.050793456283315976	0.07500000000000001	14
eur_10	22000	direct f4-ratio	0.033698915507628206	0.07500000000000001	14
eur_11	20000	direct f4-ratio	0.04284357576128914	0.07500000000000001	14
eur_12	18000	direct f4-ratio	0.042675081183751	0.07500000000000001	14
eur_13	16000	direct f4-ratio	0.044114943937258747	0.07500000000000001	14
eur_14	14000	direct f4-ratio	0.023129710189326632	0.07500000000000001	14
eur_15	12000	direct f4-ratio	0.02518228049751853	0.07500000000000001	14
eur_16	10000	direct f4-ratio	0.06021383493658477	0.07500000000000001	14
eur_17	8000	direct f4-ratio	0.034097175418172906	0.07500000000000001	14
eur_18	6000	direct f4-ratio	0.02524355125298695	0.07500000000000001	14
eur_19	4000	direct f4-ratio	0.04056124012009068	0.07500000000000001	14
eur_20	2000	direct f4-ratio	0.02775565222719196	0.07500000000000001	14
eur_21	0	direct f4-ratio	0.02228723730163593	0.07500000000000001	14
eur_1	40000	direct f4-ratio	0.01276978417266187	0.1	14
eur_2	38000	direct f4-ratio	0.007284172661870504	0.1	14
eur_3	36000	direct f4-ratio	0.034862110311750606	0.1	14
eur_4	34000	direct f4-ratio	0.008093525179856115	0.1	14
eur_5	32000	direct f4-ratio	0.020203836930455635	0.1	14
eur_6	30000	direct f4-ratio	-0.005095923261390888	0.1	14
eur_7	28000	direct f4-ratio	0.008183453237410073	0.1	14
eur_8	26000	direct f4-ratio	0.0021882494004796167	0.1	14
eur_9	24000	direct f4-ratio	0.005725419664268585	0.1	14
eur_10	22000	direct f4-ratio	0.00539568345323741	0.1	14
eur_11	20000	direct f4-ratio	0.02089328537170264	0.1	14
eur_12	18000	direct f4-ratio	0.023711031175059957	0.1	14
eur_13	16000	direct f4-ratio	0.004556354916067147	0.1	14
eur_14	14000	direct f4-ratio	0.027697841726618707	0.1	14
eur_15	12000	direct f4-ratio	0.013998800959232616	0.1	14
eur_16	10000	direct f4-ratio	0.03615107913669065	0.1	14
eur_17	8000	direct f4-ratio	0.02089328537170264	0.1	14
eur_18	6000	direct f4-ratio	0.02062350119904077	0.1	14
eur_19	4000	direct f4-ratio	0.022661870503597123	0.1	14
eur_20	2000	direct f4-ratio	0.00617505995203837	0.1	14
eur_21	0	direct f4-ratio	0.014388489208633094	0.1	14
eur_1	40000	direct f4-ratio	0.027602571033819908	0.125	14
eur_2	38000	direct f4-ratio	0.002342764462065237	0.125	14
eur_3	36000	direct f4-ratio	0.007719108548086742	0.125	14
eur_4	34000	direct f4-ratio	0.030696221541418878	0.125	14
eur_5	32000	direct f4-ratio	0.02162551811137142	0.125	14
eur_6	30000	direct f4-ratio	0.0318075328888088	0.125	14
eur_7	28000	direct f4-ratio	0.009701447708295789	0.125	14
eur_8	26000	direct f4-ratio	0.005556556736949601	0.125	14
eur_9	24000	direct f4-ratio	0.01712020183816904	0.125	14
eur_10	22000	direct f4-ratio	0.012164353937646423	0.125	14
eur_11	20000	direct f4-ratio	0.03384994293266054	0.125	14
eur_12	18000	direct f4-ratio	0.002462906229350634	0.125	14
eur_13	16000	direct f4-ratio	0.023487715504295067	0.125	14
eur_14	14000	direct f4-ratio	0.014777437376103804	0.125	14
eur_15	12000	direct f4-ratio	0.006487655433411426	0.125	14
eur_16	10000	direct f4-ratio	0.01790112332552412	0.125	14
eur_17	8000	direct f4-ratio	0.017750946116417372	0.125	14
eur_18	6000	direct f4-ratio	0.00186219739292365	0.125	14
eur_19	4000	direct f4-ratio	0.02934462665945816	0.125	14
eur_20	2000	direct f4-ratio	0.0048056706914158705	0.125	14
eur_21	0	direct f4-ratio	0.01597885504895777	0.125	14
eur_1	40000	direct f4-ratio	0.05666736258164574	0.15000000000000002	14
eur_2	38000	direct f4-ratio	0.044677741656476484	0.15000000000000002	14
eur_3	36000	direct f4-ratio	0.018103731098452085	0.15000000000000002	14
eur_4	34000	direct f4-ratio	0.02323361865847475	0.15000000000000002	14
eur_5	32000	direct f4-ratio	0.044677741656476484	0.15000000000000002	14
eur_6	30000	direct f4-ratio	0.032896895225029074	0.15000000000000002	14
eur_7	28000	direct f4-ratio	0.031972322467118015	0.15000000000000002	14
eur_8	26000	direct f4-ratio	0.009872051060276178	0.15000000000000002	14
eur_9	24000	direct f4-ratio	0.03337409406782188	0.15000000000000002	14
eur_10	22000	direct f4-ratio	0.04136717468460138	0.15000000000000002	14
eur_11	20000	direct f4-ratio	0.054698917355125415	0.15000000000000002	14
eur_12	18000	direct f4-ratio	0.016582659787050015	0.15000000000000002	14
eur_13	16000	direct f4-ratio	0.027409108532911806	0.15000000000000002	14
eur_14	14000	direct f4-ratio	0.03307584479107638	0.15000000000000002	14
eur_15	12000	direct f4-ratio	0.04032330221599212	0.15000000000000002	14
eur_16	10000	direct f4-ratio	0.0382952071341227	0.15000000000000002	14
eur_17	8000	direct f4-ratio	0.018998478928688597	0.15000000000000002	14
eur_18	6000	direct f4-ratio	0.03307584479107638	0.15000000000000002	14
eur_19	4000	direct f4-ratio	0.02988457752989949	0.15000000000000002	14
eur_20	2000	direct f4-ratio	0.03916013003668466	0.15000000000000002	14
eur_21	0	direct f4-ratio	0.02547048823406603	0.15000000000000002	14
eur_1	40000	direct f4-ratio	0.00456936720276567	0.17500000000000002	14
eur_2	38000	direct f4-ratio	0.012776191191943485	0.17500000000000002	14
eur_3	36000	direct f4-ratio	0.01659401773635954	0.17500000000000002	14
eur_4	34000	direct f4-ratio	0.030722982113332336	0.17500000000000002	14
eur_5	32000	direct f4-ratio	0.027536449721929958	0.17500000000000002	14
eur_6	30000	direct f4-ratio	0.039200360739516014	0.17500000000000002	14
eur_7	28000	direct f4-ratio	0.026784909063580338	0.17500000000000002	14
eur_8	26000	direct f4-ratio	0.022365849992484595	0.17500000000000002	14
eur_9	24000	direct f4-ratio	0.0065233729144746734	0.17500000000000002	14
eur_10	22000	direct f4-ratio	0.02504133473620923	0.17500000000000002	14
eur_11	20000	direct f4-ratio	0.02747632646926199	0.17500000000000002	14
eur_12	18000	direct f4-ratio	0.023478130166842026	0.17500000000000002	14
eur_13	16000	direct f4-ratio	0.02519164286787915	0.17500000000000002	14
eur_14	14000	direct f4-ratio	0.01479032015632046	0.17500000000000002	14
eur_15	12000	direct f4-ratio	0.03285735758304525	0.17500000000000002	14
eur_16	10000	direct f4-ratio	0.023838869682849845	0.17500000000000002	14
eur_17	8000	direct f4-ratio	0.012114835412595823	0.17500000000000002	14
eur_18	6000	direct f4-ratio	0.013948594618968886	0.17500000000000002	14
eur_19	4000	direct f4-ratio	0.02155418608146701	0.17500000000000002	14
eur_20	2000	direct f4-ratio	0.019089132722080265	0.17500000000000002	14
eur_21	0	direct f4-ratio	0.03165489252968586	0.17500000000000002	14
eur_1	40000	direct f4-ratio	0.016997254053722367	0.2	14
eur_2	38000	direct f4-ratio	0.018009725865586693	0.2	14
eur_3	36000	direct f4-ratio	0.024820899872674	0.2	14
eur_4	34000	direct f4-ratio	0.02086305551720435	0.2	14
eur_5	32000	direct f4-ratio	0.02500498565664933	0.2	14
eur_6	30000	direct f4-ratio	0.04080568211453203	0.2	14
eur_7	28000	direct f4-ratio	0.03715464739902127	0.2	14
eur_8	26000	direct f4-ratio	0.015923420313866263	0.2	14
eur_9	24000	direct f4-ratio	0.033657017503489955	0.2	14
eur_10	22000	direct f4-ratio	0.012364428490343167	0.2	14
eur_11	20000	direct f4-ratio	0.03230705508767086	0.2	14
eur_12	18000	direct f4-ratio	0.030926411707855858	0.2	14
eur_13	16000	direct f4-ratio	0.021967570221056346	0.2	14
eur_14	14000	direct f4-ratio	0.014726862718026599	0.2	14
eur_15	12000	direct f4-ratio	0.023378894564867227	0.2	14
eur_16	10000	direct f4-ratio	0.017702916225627807	0.2	14
eur_17	8000	direct f4-ratio	0.030987773635847635	0.2	14
eur_18	6000	direct f4-ratio	0.010983785110528173	0.2	14
eur_19	4000	direct f4-ratio	0.010124718118643287	0.2	14
eur_20	2000	direct f4-ratio	0.034730851243346066	0.2	14
eur_21	0	direct f4-ratio	0.038842100418795156	0.2	14
eur_1	40000	direct f4-ratio	0.0064394629730879045	0.225	14
eur_2	38000	direct f4-ratio	0.014762165117550572	0.225	14
eur_3	36000	direct f4-ratio	0.054401312192454886	0.225	14
eur_4	34000	direct f4-ratio	0.021809124597533563	0.225	14
eur_5	32000	direct f4-ratio	0.042555130308000726	0.225	14
eur_6	30000	direct f4-ratio	0.009203572079460542	0.225	14
eur_7	28000	direct f4-ratio	0.035568920478707244	0.225	14
eur_8	26000	direct f4-ratio	-0.002217362250167061	0.225	14
eur_9	24000	direct f4-ratio	0.02472510783062997	0.225	14
eur_10	22000	direct f4-ratio	0.017070651843751897	0.225	14
eur_11	20000	direct f4-ratio	0.0041006014215418255	0.225	14
eur_12	18000	direct f4-ratio	0.02429986027580341	0.225	14
eur_13	16000	direct f4-ratio	0.028218212745276715	0.225	14
eur_14	14000	direct f4-ratio	0.04079339043800498	0.225	14
eur_15	12000	direct f4-ratio	0.0245732337039062	0.225	14
eur_16	10000	direct f4-ratio	0.002855233582406901	0.225	14
eur_17	8000	direct f4-ratio	0.014762165117550572	0.225	14
eur_18	6000	direct f4-ratio	0.03417167851284855	0.225	14
eur_19	4000	direct f4-ratio	0.005437093736711014	0.225	14
eur_20	2000	direct f4-ratio	0.050695583500394874	0.225	14
eur_21	0	direct f4-ratio	0.01658465463823583	0.225	14
eur_1	40000	direct f4-ratio	0.02515246214994387	0.25	14
eur_2	38000	direct f4-ratio	0.024758032707303014	0.25	14
eur_3	36000	direct f4-ratio	0.04214326890985771	0.25	14
eur_4	34000	direct f4-ratio	0.020206923753754664	0.25	14
eur_5	32000	direct f4-ratio	0.03185776267483843	0.25	14
eur_6	30000	direct f4-ratio	0.01077095785673109	0.25	14
eur_7	28000	direct f4-ratio	0.0280955126065718	0.25	14
eur_8	26000	direct f4-ratio	0.01799205072969447	0.25	14
eur_9	24000	direct f4-ratio	0.02154191571346218	0.25	14
eur_10	22000	direct f4-ratio	0.035923420006674964	0.25	14
eur_11	20000	direct f4-ratio	0.02481871416001699	0.25	14
eur_12	18000	direct f4-ratio	0.025850298856154617	0.25	14
eur_13	16000	direct f4-ratio	0.016292970053703087	0.25	14
eur_14	14000	direct f4-ratio	0.03434570223611153	0.25	14
eur_15	12000	direct f4-ratio	0.03364786552990079	0.25	14
eur_16	10000	direct f4-ratio	0.03750113777723839	0.25	14
eur_17	8000	direct f4-ratio	0.017506599107982645	0.25	14
eur_18	6000	direct f4-ratio	0.02578961740344064	0.25	14
eur_19	4000	direct f4-ratio	0.025273825055371825	0.25	14
eur_20	2000	direct f4-ratio	0.015170363178494494	0.25	14
eur_21	0	direct f4-ratio	0.021086804818107346	0.25	14
eur_1	40000	direct f4-ratio	0.04503898486469959	0	15
eur_2	38000	direct f4-ratio	0.019446567803088212	0	15
eur_3	36000	direct f4-ratio	0.021556336951536463	0	15
eur_4	34000	direct f4-ratio	0.02449166794068185	0	15
eur_5	32000	direct f4-ratio	0.010457116648830454	0	15
eur_6	30000	direct f4-ratio	0.03559088824338786	0	15
eur_7	28000	direct f4-ratio	0.017275645925699433	0	15
eur_8	26000	direct f4-ratio	0.01718391683228864	0	15
eur_9	24000	direct f4-ratio	0.009356367527900932	0	15
eur_10	22000	direct f4-ratio	0.01996636599908271	0	15
eur_11	20000	direct f4-ratio	0.031187891759669777	0	15
eur_12	18000	direct f4-ratio	0.037975844672068486	0	15
eur_13	16000	direct f4-ratio	0.04347959027671609	0	15
eur_14	14000	direct f4-ratio	0.027151811649594862	0	15
eur_15	12000	direct f4-ratio	0.05249961779544412	0	15
eur_16	10000	direct f4-ratio	0.03121846812414004	0	15
eur_17	8000	direct f4-ratio	0.0466595321816236	0	15
eur_18	6000	direct f4-ratio	0.05479284513071396	0	15
eur_19	4000	direct f4-ratio	0.03901544106405748	0	15
eur_20	2000	direct f4-ratio	0.027274117107475918	0	15
eur_21	0	direct f4-ratio	0.04714875401314784	0	15
eur_1	40000	direct f4-ratio	0.044304170845377855	0.025	15
eur_2	38000	direct f4-ratio	0.045012093681788684	0.025	15
eur_3	36000	direct f4-ratio	0.013037578903899475	0.025	15
eur_4	34000	direct f4-ratio	0.01722612235266356	0.025	15
eur_5	32000	direct f4-ratio	0.01583977346469235	0.025	15
eur_6	30000	direct f4-ratio	0.03527815468113976	0.025	15
eur_7	28000	direct f4-ratio	0.024688808919827738	0.025	15
eur_8	26000	direct f4-ratio	0.045307061530293194	0.025	15
eur_9	24000	direct f4-ratio	0.02846439738068551	0.025	15
eur_10	22000	direct f4-ratio	0.03504218040233614	0.025	15
eur_11	20000	direct f4-ratio	0.021001710813521327	0.025	15
eur_12	18000	direct f4-ratio	0.017786561264822136	0.025	15
eur_13	16000	direct f4-ratio	0.027048551707863844	0.025	15
eur_14	14000	direct f4-ratio	0.03241696655064598	0.025	15
eur_15	12000	direct f4-ratio	0.030853636953572062	0.025	15
eur_16	10000	direct f4-ratio	0.03235797298094508	0.025	15
eur_17	8000	direct f4-ratio	0.032180992271842374	0.025	15
eur_18	6000	direct f4-ratio	0.03377381865376674	0.025	15
eur_19	4000	direct f4-ratio	0.02221107899238983	0.025	15
eur_20	2000	direct f4-ratio	0.030086720547460328	0.025	15
eur_21	0	direct f4-ratio	0.03639903250545691	0.025	15
eur_1	40000	direct f4-ratio	0.04507378148755403	0.05	15
eur_2	38000	direct f4-ratio	0.05058876136533015	0.05	15
eur_3	36000	direct f4-ratio	0.06480846623937993	0.05	15
eur_4	34000	direct f4-ratio	0.04012520494857654	0.05	15
