individual	time	statistic	proportion	rate_eur2afr	replicate
eur_14	14000	indirect f4-ratio	0.074345459999143	0.125	28
eur_15	12000	indirect f4-ratio	0.03338046878347689	0.125	28
eur_16	10000	indirect f4-ratio	0.056776792218365624	0.125	28
eur_17	8000	indirect f4-ratio	0.04490722886403564	0.125	28
eur_18	6000	indirect f4-ratio	0.05583408321549477	0.125	28
eur_19	4000	indirect f4-ratio	0.02301066975189603	0.125	28
eur_20	2000	indirect f4-ratio	0.06101898273128503	0.125	28
eur_21	0	indirect f4-ratio	0.020568196426275942	0.125	28
eur_1	40000	indirect f4-ratio	-0.0050308615878920104	0.15000000000000002	28
eur_2	38000	indirect f4-ratio	-0.007482878160141926	0.15000000000000002	28
eur_3	36000	indirect f4-ratio	-0.030227445675150122	0.15000000000000002	28
eur_4	34000	indirect f4-ratio	-0.03623065866238262	0.15000000000000002	28
eur_5	32000	indirect f4-ratio	-0.07998647163270478	0.15000000000000002	28
eur_6	30000	indirect f4-ratio	-0.06789549336264478	0.15000000000000002	28
eur_7	28000	indirect f4-ratio	-0.06692314196330429	0.15000000000000002	28
eur_8	26000	indirect f4-ratio	-0.05216876638200718	0.15000000000000002	28
eur_9	24000	indirect f4-ratio	-0.0381330853132662	0.15000000000000002	28
eur_10	22000	indirect f4-ratio	-0.03694935317493875	0.15000000000000002	28
eur_11	20000	indirect f4-ratio	-0.07381415405428249	0.15000000000000002	28
eur_12	18000	indirect f4-ratio	-0.05280290859896852	0.15000000000000002	28
eur_13	16000	indirect f4-ratio	-0.09402215270144576	0.15000000000000002	28
eur_14	14000	indirect f4-ratio	-0.0607085482370846	0.15000000000000002	28
eur_15	12000	indirect f4-ratio	-0.05825653166483469	0.15000000000000002	28
eur_16	10000	indirect f4-ratio	-0.09905301428933799	0.15000000000000002	28
eur_17	8000	indirect f4-ratio	-0.08155068910120922	0.15000000000000002	28
eur_18	6000	indirect f4-ratio	-0.10928384205631181	0.15000000000000002	28
eur_19	4000	indirect f4-ratio	-0.11076350722922124	0.15000000000000002	28
eur_20	2000	indirect f4-ratio	-0.17591105098503435	0.15000000000000002	28
eur_21	0	indirect f4-ratio	-0.11934556523209605	0.15000000000000002	28
eur_1	40000	indirect f4-ratio	0.01828502303075419	0.17500000000000002	28
eur_2	38000	indirect f4-ratio	-0.007863025170985916	0.17500000000000002	28
eur_3	36000	indirect f4-ratio	-0.02321686130368028	0.17500000000000002	28
eur_4	34000	indirect f4-ratio	-0.05141208765644634	0.17500000000000002	28
eur_5	32000	indirect f4-ratio	-0.01647047876052654	0.17500000000000002	28
eur_6	30000	indirect f4-ratio	-0.08988973154050162	0.17500000000000002	28
eur_7	28000	indirect f4-ratio	-0.013306657981668302	0.17500000000000002	28
eur_8	26000	indirect f4-ratio	-0.06332294235332436	0.17500000000000002	28
eur_9	24000	indirect f4-ratio	-0.04862048108686534	0.17500000000000002	28
eur_10	22000	indirect f4-ratio	-0.016610059089005702	0.17500000000000002	28
eur_11	20000	indirect f4-ratio	-0.02396128972223499	0.17500000000000002	28
eur_12	18000	indirect f4-ratio	-0.0315916810124226	0.17500000000000002	28
eur_13	16000	indirect f4-ratio	-0.049830177267017106	0.17500000000000002	28
eur_14	14000	indirect f4-ratio	-0.0820267063695157	0.17500000000000002	28
eur_15	12000	indirect f4-ratio	-0.05806541664728049	0.17500000000000002	28
eur_16	10000	indirect f4-ratio	-0.06872004838784718	0.17500000000000002	28
eur_17	8000	indirect f4-ratio	-0.04368864281393936	0.17500000000000002	28
eur_18	6000	indirect f4-ratio	-0.11617736007072077	0.17500000000000002	28
eur_19	4000	indirect f4-ratio	-0.06797561996929224	0.17500000000000002	28
eur_20	2000	indirect f4-ratio	-0.0770948680965895	0.17500000000000002	28
eur_21	0	indirect f4-ratio	-0.09691527474061323	0.17500000000000002	28
eur_1	40000	indirect f4-ratio	0.12772992256155924	0.2	28
eur_2	38000	indirect f4-ratio	0.06551814147742108	0.2	28
eur_3	36000	indirect f4-ratio	0.046289045505960136	0.2	28
eur_4	34000	indirect f4-ratio	0.05124858609588445	0.2	28
eur_5	32000	indirect f4-ratio	0.06691029322196118	0.2	28
eur_6	30000	indirect f4-ratio	0.07535021317323587	0.2	28
eur_7	28000	indirect f4-ratio	0.09727660314974329	0.2	28
eur_8	26000	indirect f4-ratio	0.04124249543200209	0.2	28
eur_9	24000	indirect f4-ratio	0.0366309927782128	0.2	28
eur_10	22000	indirect f4-ratio	0.08648742712955715	0.2	28
eur_11	20000	indirect f4-ratio	0.07448011833289825	0.2	28
eur_12	18000	indirect f4-ratio	-0.005916644914295555	0.2	28
eur_13	16000	indirect f4-ratio	0.07069520577742971	0.2	28
eur_14	14000	indirect f4-ratio	0.010136604889932954	0.2	28
eur_15	12000	indirect f4-ratio	0.015226659705907974	0.2	28
eur_16	10000	indirect f4-ratio	-0.005438092752110046	0.2	28
eur_17	8000	indirect f4-ratio	0.0037849125554686447	0.2	28
eur_18	6000	indirect f4-ratio	0.022361437396676176	0.2	28
eur_19	4000	indirect f4-ratio	0.019577133907595967	0.2	28
eur_20	2000	indirect f4-ratio	-0.018228486905072616	0.2	28
eur_21	0	indirect f4-ratio	-0.018620029583224618	0.2	28
eur_1	40000	indirect f4-ratio	4.382644726881324e-4	0.225	28
eur_2	38000	indirect f4-ratio	-0.013984620901231315	0.225	28
eur_3	36000	indirect f4-ratio	-0.032750308777242276	0.225	28
eur_4	34000	indirect f4-ratio	-0.01844695007769248	0.225	28
eur_5	32000	indirect f4-ratio	0.03912506474361521	0.225	28
eur_6	30000	indirect f4-ratio	0.00689270488864091	0.225	28
eur_7	28000	indirect f4-ratio	0.03681421570580501	0.225	28
eur_8	26000	indirect f4-ratio	-0.002031953464281422	0.225	28
eur_9	24000	indirect f4-ratio	-0.025977130562970796	0.225	28
eur_10	22000	indirect f4-ratio	-0.05322921231921596	0.225	28
eur_11	20000	indirect f4-ratio	0.0038248535798238725	0.225	28
eur_12	18000	indirect f4-ratio	-0.012112036336108911	0.225	28
eur_13	16000	indirect f4-ratio	-0.02522012829196396	0.225	28
eur_14	14000	indirect f4-ratio	-0.007490338260488505	0.225	28
eur_15	12000	indirect f4-ratio	-0.026295868361289276	0.225	28
eur_16	10000	indirect f4-ratio	-0.03386589107135762	0.225	28
eur_17	8000	indirect f4-ratio	-0.05063946770787697	0.225	28
eur_18	6000	indirect f4-ratio	-0.005179489222678413	0.225	28
eur_19	4000	indirect f4-ratio	-0.03498147336547275	0.225	28
eur_20	2000	indirect f4-ratio	-9.163711701662969e-4	0.225	28
eur_21	0	indirect f4-ratio	-0.025897446113390954	0.225	28
eur_1	40000	indirect f4-ratio	-7.638122719171303e-4	0.25	28
eur_2	38000	indirect f4-ratio	-0.01408809301536107	0.25	28
eur_3	36000	indirect f4-ratio	-1.6973606042602896e-4	0.25	28
eur_4	34000	indirect f4-ratio	0.016209793770686542	0.25	28
eur_5	32000	indirect f4-ratio	-6.789442417041158e-4	0.25	28
eur_6	30000	indirect f4-ratio	-8.486803021301448e-5	0.25	28
eur_7	28000	indirect f4-ratio	-0.00882627514215395	0.25	28
eur_8	26000	indirect f4-ratio	-0.02817618603072214	0.25	28
eur_9	24000	indirect f4-ratio	-0.01901043876771613	0.25	28
eur_10	22000	indirect f4-ratio	-0.06127471781379956	0.25	28
eur_11	20000	indirect f4-ratio	0.019010438767716242	0.25	28
eur_12	18000	indirect f4-ratio	-0.01561571755919533	0.25	28
eur_13	16000	indirect f4-ratio	-0.019434778918781204	0.25	28
eur_14	14000	indirect f4-ratio	-0.02274463209708899	0.25	28
eur_15	12000	indirect f4-ratio	-0.028685394212000226	0.25	28
eur_16	10000	indirect f4-ratio	-0.021641347704319802	0.25	28
eur_17	8000	indirect f4-ratio	-0.034116948145633375	0.25	28
eur_18	6000	indirect f4-ratio	-0.054230671306118916	0.25	28
eur_19	4000	indirect f4-ratio	-0.033692607994568524	0.25	28
eur_20	2000	indirect f4-ratio	-0.07010099295595351	0.25	28
eur_21	0	indirect f4-ratio	-0.038445217686497335	0.25	28
eur_1	40000	indirect f4-ratio	0.061534628799202795	0	29
eur_2	38000	indirect f4-ratio	0.08441288822454751	0	29
eur_3	36000	indirect f4-ratio	0.05136190001660845	0	29
eur_4	34000	indirect f4-ratio	0.09018435475834574	0	29
eur_5	32000	indirect f4-ratio	0.11667497093506063	0	29
eur_6	30000	indirect f4-ratio	0.07262082710513207	0	29
eur_7	28000	indirect f4-ratio	0.0649393788407242	0	29
eur_8	26000	indirect f4-ratio	0.07394951004816475	0	29
eur_9	24000	indirect f4-ratio	0.07083540940043187	0	29
eur_10	22000	indirect f4-ratio	0.06871782095997336	0	29
eur_11	20000	indirect f4-ratio	0.0866965620328849	0	29
eur_12	18000	indirect f4-ratio	0.10305597076897521	0	29
eur_13	16000	indirect f4-ratio	0.0790566351104468	0	29
eur_14	14000	indirect f4-ratio	0.11613519348945356	0	29
eur_15	12000	indirect f4-ratio	0.05426839395449268	0	29
eur_16	10000	indirect f4-ratio	0.08615678458727793	0	29
eur_17	8000	indirect f4-ratio	0.10824613851519682	0	29
eur_18	6000	indirect f4-ratio	0.10351270553064273	0	29
eur_19	4000	indirect f4-ratio	0.06842717156618505	0	29
eur_20	2000	indirect f4-ratio	0.08619830592924771	0	29
eur_21	0	indirect f4-ratio	0.0816724796545425	0	29
eur_1	40000	indirect f4-ratio	0.09872558061541048	0.025	29
eur_2	38000	indirect f4-ratio	0.13523937285151333	0.025	29
eur_3	36000	indirect f4-ratio	0.09323383918839612	0.025	29
eur_4	34000	indirect f4-ratio	0.04850339565691286	0.025	29
eur_5	32000	indirect f4-ratio	0.05663620357172805	0.025	29
eur_6	30000	indirect f4-ratio	0.06820659008971242	0.025	29
eur_7	28000	indirect f4-ratio	0.036639557306950565	0.025	29
eur_8	26000	indirect f4-ratio	0.08531063972499375	0.025	29
eur_9	24000	indirect f4-ratio	0.036933009138928496	0.025	29
eur_10	22000	indirect f4-ratio	0.029470948268634167	0.025	29
eur_11	20000	indirect f4-ratio	0.056761968642575655	0.025	29
eur_12	18000	indirect f4-ratio	0.08606523015007961	0.025	29
eur_13	16000	indirect f4-ratio	0.061415276263938945	0.025	29
eur_14	14000	indirect f4-ratio	0.05978033034291952	0.025	29
eur_15	12000	indirect f4-ratio	0.07340487968474896	0.025	29
eur_16	10000	indirect f4-ratio	0.062295631759872516	0.025	29
eur_17	8000	indirect f4-ratio	0.0607445292194182	0.025	29
eur_18	6000	indirect f4-ratio	0.10539112937033623	0.025	29
eur_19	4000	indirect f4-ratio	0.06673933092982309	0.025	29
eur_20	2000	indirect f4-ratio	0.06736815628406134	0.025	29
eur_21	0	indirect f4-ratio	0.07013498784270988	0.025	29
eur_1	40000	indirect f4-ratio	0.09384771215924603	0.05	29
eur_2	38000	indirect f4-ratio	0.04267406526621742	0.05	29
eur_3	36000	indirect f4-ratio	0.07561544898049055	0.05	29
eur_4	34000	indirect f4-ratio	0.07248865988461717	0.05	29
eur_5	32000	indirect f4-ratio	0.08887127317567278	0.05	29
eur_6	30000	indirect f4-ratio	0.05108556832694766	0.05	29
eur_7	28000	indirect f4-ratio	0.08693354472189196	0.05	29
eur_8	26000	indirect f4-ratio	0.07270885629981949	0.05	29
eur_9	24000	indirect f4-ratio	0.07077112784603867	0.05	29
eur_10	22000	indirect f4-ratio	0.09516889065046019	0.05	29
eur_11	20000	indirect f4-ratio	0.0661029638437487	0.05	29
eur_12	18000	indirect f4-ratio	0.06522217818293918	0.05	29
eur_13	16000	indirect f4-ratio	0.09314308363059853	0.05	29
eur_14	14000	indirect f4-ratio	0.07579160611265257	0.05	29
eur_15	12000	indirect f4-ratio	0.08556832694763727	0.05	29
eur_16	10000	indirect f4-ratio	0.0737657990927908	0.05	29
eur_17	8000	indirect f4-ratio	0.0706390099969173	0.05	29
eur_18	6000	indirect f4-ratio	0.09151363015810099	0.05	29
eur_19	4000	indirect f4-ratio	0.07266481701677896	0.05	29
eur_20	2000	indirect f4-ratio	0.0922182586867486	0.05	29
eur_21	0	indirect f4-ratio	0.09072092306337254	0.05	29
eur_1	40000	indirect f4-ratio	0.04517224246439222	0.07500000000000001	29
eur_2	38000	indirect f4-ratio	0.06827591917853593	0.07500000000000001	29
eur_3	36000	indirect f4-ratio	0.013539251407750919	0.07500000000000001	29
eur_4	34000	indirect f4-ratio	0.039831069890692294	0.07500000000000001	29
eur_5	32000	indirect f4-ratio	0.020370983769460116	0.07500000000000001	29
eur_6	30000	indirect f4-ratio	0.034365684001325	0.07500000000000001	29
eur_7	28000	indirect f4-ratio	0.05047201059953632	0.07500000000000001	29
eur_8	26000	indirect f4-ratio	0.05958098708181514	0.07500000000000001	29
eur_9	24000	indirect f4-ratio	0.02724412056972514	0.07500000000000001	29
eur_10	22000	indirect f4-ratio	0.026126200728718185	0.07500000000000001	29
eur_11	20000	indirect f4-ratio	-0.013663464723418173	0.07500000000000001	29
eur_12	18000	indirect f4-ratio	0.01970851275256713	0.07500000000000001	29
eur_13	16000	indirect f4-ratio	0.041321629678701566	0.07500000000000001	29
eur_14	14000	indirect f4-ratio	0.002732692944683701	0.07500000000000001	29
eur_15	12000	indirect f4-ratio	0.03854753229546204	0.07500000000000001	29
eur_16	10000	indirect f4-ratio	0.05887711162636633	0.07500000000000001	29
eur_17	8000	indirect f4-ratio	0.02898310698906925	0.07500000000000001	29
eur_18	6000	indirect f4-ratio	0.07986916197416372	0.07500000000000001	29
eur_19	4000	indirect f4-ratio	0.05022358396820137	0.07500000000000001	29
eur_20	2000	indirect f4-ratio	0.017638290824776526	0.07500000000000001	29
eur_21	0	indirect f4-ratio	0.0342000662471017	0.07500000000000001	29
eur_1	40000	indirect f4-ratio	0.080879419040779	0.1	29
eur_2	38000	indirect f4-ratio	0.11651105258957783	0.1	29
eur_3	36000	indirect f4-ratio	0.09400686297981009	0.1	29
eur_4	34000	indirect f4-ratio	0.11252094804883894	0.1	29
eur_5	32000	indirect f4-ratio	0.11990264144920593	0.1	29
eur_6	30000	indirect f4-ratio	0.06918841273641374	0.1	29
eur_7	28000	indirect f4-ratio	0.10645598914691567	0.1	29
eur_8	26000	indirect f4-ratio	0.09041576889314507	0.1	29
eur_9	24000	indirect f4-ratio	0.13486553347697716	0.1	29
eur_10	22000	indirect f4-ratio	0.045407389673609466	0.1	29
eur_11	20000	indirect f4-ratio	0.08004149708722375	0.1	29
eur_12	18000	indirect f4-ratio	0.09640092570425352	0.1	29
eur_13	16000	indirect f4-ratio	0.08203654935759319	0.1	29
eur_14	14000	indirect f4-ratio	0.047003431489905045	0.1	29
eur_15	12000	indirect f4-ratio	0.05634027611523429	0.1	29
eur_16	10000	indirect f4-ratio	0.055223046843827395	0.1	29
eur_17	8000	indirect f4-ratio	0.06663474583034079	0.1	29
eur_18	6000	indirect f4-ratio	0.10509935360306444	0.1	29
eur_19	4000	indirect f4-ratio	0.11738887558854039	0.1	29
eur_20	2000	indirect f4-ratio	0.08626606017077643	0.1	29
eur_21	0	indirect f4-ratio	0.10246588460617667	0.1	29
eur_1	40000	indirect f4-ratio	0.04178110694964632	0.125	29
eur_2	38000	indirect f4-ratio	0.022222222222222365	0.125	29
eur_3	36000	indirect f4-ratio	0.06537661256762395	0.125	29
eur_4	34000	indirect f4-ratio	0.04011652101539753	0.125	29
eur_5	32000	indirect f4-ratio	0.02372034956304625	0.125	29
eur_6	30000	indirect f4-ratio	0.01560549313358306	0.125	29
eur_7	28000	indirect f4-ratio	0.01893466500208074	0.125	29
eur_8	26000	indirect f4-ratio	0.07211818560133176	0.125	29
eur_9	24000	indirect f4-ratio	0.048730753225135315	0.125	29
eur_10	22000	indirect f4-ratio	0.033125260091552367	0.125	29
eur_11	20000	indirect f4-ratio	-0.002538493549729459	0.125	29
eur_12	18000	indirect f4-ratio	0.045776113191843604	0.125	29
eur_13	16000	indirect f4-ratio	0.011527257594673324	0.125	29
eur_14	14000	indirect f4-ratio	0.03208489388264679	0.125	29
eur_15	12000	indirect f4-ratio	0.02114024136496062	0.125	29
eur_16	10000	indirect f4-ratio	0.03749479816895562	0.125	29
eur_17	8000	indirect f4-ratio	0.04236371202663347	0.125	29
eur_18	6000	indirect f4-ratio	0.03691219309196847	0.125	29
eur_19	4000	indirect f4-ratio	0.06125676238035793	0.125	29
eur_20	2000	indirect f4-ratio	0.018060757386600068	0.125	29
eur_21	0	indirect f4-ratio	0.03670411985018729	0.125	29
eur_1	40000	indirect f4-ratio	0.05541790551701353	0.15000000000000002	29
eur_2	38000	indirect f4-ratio	0.027130822596630244	0.15000000000000002	29
eur_3	36000	indirect f4-ratio	0.017096134786917738	0.15000000000000002	29
eur_4	34000	indirect f4-ratio	0.04071688140072671	0.15000000000000002	29
eur_5	32000	indirect f4-ratio	0.009043607532210118	0.15000000000000002	29
eur_6	30000	indirect f4-ratio	0.021845061116617104	0.15000000000000002	29
eur_7	28000	indirect f4-ratio	0.015815989428477062	0.15000000000000002	29
eur_8	26000	indirect f4-ratio	-0.02795672282788253	0.15000000000000002	29
eur_9	24000	indirect f4-ratio	0.05876280145358448	0.15000000000000002	29
eur_10	22000	indirect f4-ratio	0.03435744962008591	0.15000000000000002	29
eur_11	20000	indirect f4-ratio	0.0363396101750908	0.15000000000000002	29
eur_12	18000	indirect f4-ratio	-0.03324248430789556	0.15000000000000002	29
eur_13	16000	indirect f4-ratio	0.02560290716881397	0.15000000000000002	29
eur_14	14000	indirect f4-ratio	-0.008259002312520636	0.15000000000000002	29
eur_15	12000	indirect f4-ratio	0.021845061116617104	0.15000000000000002	29
eur_16	10000	indirect f4-ratio	-0.03254046911133135	0.15000000000000002	29
eur_17	8000	indirect f4-ratio	-0.028782623059134593	0.15000000000000002	29
eur_18	6000	indirect f4-ratio	-0.024611826891311583	0.15000000000000002	29
eur_19	4000	indirect f4-ratio	-0.015609514370664046	0.15000000000000002	29
eur_20	2000	indirect f4-ratio	-0.04575487281136437	0.15000000000000002	29
eur_21	0	indirect f4-ratio	-0.03014535844070032	0.15000000000000002	29
eur_1	40000	indirect f4-ratio	0.13463566938103877	0.17500000000000002	29
eur_2	38000	indirect f4-ratio	0.09282308763343328	0.17500000000000002	29
eur_3	36000	indirect f4-ratio	0.13362305387958318	0.17500000000000002	29
eur_4	34000	indirect f4-ratio	0.0834142019324079	0.17500000000000002	29
eur_5	32000	indirect f4-ratio	0.11218935909877226	0.17500000000000002	29
eur_6	30000	indirect f4-ratio	0.07442723935698914	0.17500000000000002	29
eur_7	28000	indirect f4-ratio	0.10151470402092744	0.17500000000000002	29
eur_8	26000	indirect f4-ratio	0.11429897472680484	0.17500000000000002	29
eur_9	24000	indirect f4-ratio	0.10666216615332691	0.17500000000000002	29
eur_10	22000	indirect f4-ratio	0.1437914012067001	0.17500000000000002	29
eur_11	20000	indirect f4-ratio	0.11067043584658875	0.17500000000000002	29
eur_12	18000	indirect f4-ratio	0.08911016412809591	0.17500000000000002	29
eur_13	16000	indirect f4-ratio	0.06168516096367249	0.17500000000000002	29
eur_14	14000	indirect f4-ratio	0.08379393274545388	0.17500000000000002	29
eur_15	12000	indirect f4-ratio	0.06776085397240628	0.17500000000000002	29
eur_16	10000	indirect f4-ratio	0.07109404666469765	0.17500000000000002	29
eur_17	8000	indirect f4-ratio	0.13185097675203583	0.17500000000000002	29
eur_18	6000	indirect f4-ratio	0.09602970338804273	0.17500000000000002	29
eur_19	4000	indirect f4-ratio	0.05818319902113844	0.17500000000000002	29
eur_20	2000	indirect f4-ratio	0.059786506898443115	0.17500000000000002	29
eur_21	0	indirect f4-ratio	0.09358254925952492	0.17500000000000002	29
eur_1	40000	indirect f4-ratio	-0.014415748443012077	0.2	29
eur_2	38000	indirect f4-ratio	0.012063934497626438	0.2	29
eur_3	36000	indirect f4-ratio	0.004660075780671513	0.2	29
eur_4	34000	indirect f4-ratio	-0.04398763120073168	0.2	29
eur_5	32000	indirect f4-ratio	0.005531117982666256	0.2	29
eur_6	30000	indirect f4-ratio	0.008753974130046527	0.2	29
eur_7	28000	indirect f4-ratio	-0.007273202386655742	0.2	29
eur_8	26000	indirect f4-ratio	-0.0085797656896478	0.2	29
eur_9	24000	indirect f4-ratio	-0.028570184225425788	0.2	29
eur_10	22000	indirect f4-ratio	-0.06402160184660954	0.2	29
eur_11	20000	indirect f4-ratio	-0.01972910587517962	0.2	29
eur_12	18000	indirect f4-ratio	-0.07830669395932244	0.2	29
eur_13	16000	indirect f4-ratio	-0.003614825138277933	0.2	29
eur_14	14000	indirect f4-ratio	-0.06097295413962822	0.2	29
eur_15	12000	indirect f4-ratio	-0.003484168807978749	0.2	29
eur_16	10000	indirect f4-ratio	-0.049605853403597466	0.2	29
eur_17	8000	indirect f4-ratio	-0.014197987892513586	0.2	29
eur_18	6000	indirect f4-ratio	-0.0594921823962371	0.2	29
eur_19	4000	indirect f4-ratio	-0.021471190279169106	0.2	29
eur_20	2000	indirect f4-ratio	-0.07726144331692875	0.2	29
eur_21	0	indirect f4-ratio	-0.06058098514873045	0.2	29
eur_1	40000	indirect f4-ratio	0.04386739907041082	0.225	29
eur_2	38000	indirect f4-ratio	0.09445703530134841	0.225	29
eur_3	36000	indirect f4-ratio	0.011024468943264476	0.225	29
eur_4	34000	indirect f4-ratio	0.03910421388238017	0.225	29
eur_5	32000	indirect f4-ratio	0.07129412668536095	0.225	29
eur_6	30000	indirect f4-ratio	-8.834940268120928e-4	0.225	29
eur_7	28000	indirect f4-ratio	-0.015288287942227141	0.225	29
eur_8	26000	indirect f4-ratio	-0.008642876349248985	0.225	29
eur_9	24000	indirect f4-ratio	-0.07720969538662459	0.225	29
eur_10	22000	indirect f4-ratio	-0.04440517804325261	0.225	29
eur_11	20000	indirect f4-ratio	-0.03499404601851497	0.225	29
eur_12	18000	indirect f4-ratio	-0.01793877002266342	0.225	29
eur_13	16000	indirect f4-ratio	-0.06860523182114986	0.225	29
eur_14	14000	indirect f4-ratio	-0.009833672646256675	0.225	29
eur_15	12000	indirect f4-ratio	-0.05070487458226092	0.225	29
eur_16	10000	indirect f4-ratio	-0.01755464218491909	0.225	29
eur_17	8000	indirect f4-ratio	-0.011715899051204293	0.225	29
eur_18	6000	indirect f4-ratio	-0.07517381784657906	0.225	29
eur_19	4000	indirect f4-ratio	-0.06952713863173643	0.225	29
eur_20	2000	indirect f4-ratio	-0.025237198939807026	0.225	29
eur_21	0	indirect f4-ratio	-0.07163984173933091	0.225	29
eur_1	40000	indirect f4-ratio	0.08783043954325054	0.25	29
eur_2	38000	indirect f4-ratio	0.04766932582512129	0.25	29
eur_3	36000	indirect f4-ratio	0.05525574847489456	0.25	29
eur_4	34000	indirect f4-ratio	0.0563115908024403	0.25	29
eur_5	32000	indirect f4-ratio	0.041021429688722244	0.25	29
eur_6	30000	indirect f4-ratio	0.08419364930392625	0.25	29
eur_7	28000	indirect f4-ratio	0.0717190677303301	0.25	29
eur_8	26000	indirect f4-ratio	0.05240106366338193	0.25	29
eur_9	24000	indirect f4-ratio	0.05052401063663392	0.25	29
eur_10	22000	indirect f4-ratio	0.012826529016111476	0.25	29
eur_11	20000	indirect f4-ratio	0.05850148600031302	0.25	29
eur_12	18000	indirect f4-ratio	0.009502580947911898	0.25	29
eur_13	16000	indirect f4-ratio	0.05748474894415778	0.25	29
eur_14	14000	indirect f4-ratio	0.05893164398560935	0.25	29
eur_15	12000	indirect f4-ratio	0.012513686844986771	0.25	29
eur_16	10000	indirect f4-ratio	0.02799937431565791	0.25	29
eur_17	8000	indirect f4-ratio	0.056037853902706214	0.25	29
eur_18	6000	indirect f4-ratio	0.031518848740810235	0.25	29
eur_19	4000	indirect f4-ratio	0.06542311903644626	0.25	29
eur_20	2000	indirect f4-ratio	0.004184264038792573	0.25	29
eur_21	0	indirect f4-ratio	0.027764742687314325	0.25	29
eur_1	40000	indirect f4-ratio	0.14450844091360482	0	30
eur_2	38000	indirect f4-ratio	0.14530287984111234	0	30
eur_3	36000	indirect f4-ratio	0.15189672293942402	0	30
eur_4	34000	indirect f4-ratio	0.1398609731876862	0	30
eur_5	32000	indirect f4-ratio	0.14955312810327714	0	30
eur_6	30000	indirect f4-ratio	0.09680238331678259	0	30
eur_7	28000	indirect f4-ratio	0.1209136047666336	0	30
eur_8	26000	indirect f4-ratio	0.14526315789473687	0	30
eur_9	24000	indirect f4-ratio	0.12929493545183723	0	30
eur_10	22000	indirect f4-ratio	0.1520158887785502	0	30
eur_11	20000	indirect f4-ratio	0.13179741807348566	0	30
eur_12	18000	indirect f4-ratio	0.11396226415094346	0	30
eur_13	16000	indirect f4-ratio	0.15134061569016888	0	30
eur_14	14000	indirect f4-ratio	0.11829195630585909	0	30
eur_15	12000	indirect f4-ratio	0.15014895729890776	0	30
eur_16	10000	indirect f4-ratio	0.12822244289970208	0	30
eur_17	8000	indirect f4-ratio	0.1544786494538234	0	30
eur_18	6000	indirect f4-ratio	0.14160873882820268	0	30
eur_19	4000	indirect f4-ratio	0.15753723932472696	0	30
eur_20	2000	indirect f4-ratio	0.14931479642502488	0	30
eur_21	0	indirect f4-ratio	0.14454816285998018	0	30
eur_1	40000	indirect f4-ratio	0.04994247240806238	0.025	30
eur_2	38000	indirect f4-ratio	0.08595048365790259	0.025	30
eur_3	36000	indirect f4-ratio	0.055567392508629077	0.025	30
eur_4	34000	indirect f4-ratio	0.051178250308944406	0.025	30
eur_5	32000	indirect f4-ratio	0.06234286444794823	0.025	30
eur_6	30000	indirect f4-ratio	0.047002173264584335	0.025	30
eur_7	28000	indirect f4-ratio	0.0742745131461201	0.025	30
eur_8	26000	indirect f4-ratio	0.06839391485916402	0.025	30
eur_9	24000	indirect f4-ratio	0.052627093365151034	0.025	30
eur_10	22000	indirect f4-ratio	0.04342267865513283	0.025	30
eur_11	20000	indirect f4-ratio	0.06890527123194279	0.025	30
eur_12	18000	indirect f4-ratio	0.03992841010781101	0.025	30
eur_13	16000	indirect f4-ratio	0.055269101291174905	0.025	30
eur_14	14000	indirect f4-ratio	0.02543997954574506	0.025	30
eur_15	12000	indirect f4-ratio	0.04325222653087313	0.025	30
eur_16	10000	indirect f4-ratio	0.05501342310478552	0.025	30
eur_17	8000	indirect f4-ratio	0.04018408829420039	0.025	30
eur_18	6000	indirect f4-ratio	0.050666893936165636	0.025	30
eur_19	4000	indirect f4-ratio	0.05850769165210723	0.025	30
eur_20	2000	indirect f4-ratio	0.04845101632079085	0.025	30
eur_21	0	indirect f4-ratio	0.056632718285251626	0.025	30
eur_1	40000	indirect f4-ratio	0.07074235807860263	0.05	30
eur_2	38000	indirect f4-ratio	0.10218340611353716	0.05	30
eur_3	36000	indirect f4-ratio	0.03790393013100435	0.05	30
eur_4	34000	indirect f4-ratio	0.06148471615720519	0.05	30
eur_5	32000	indirect f4-ratio	0.03231441048034944	0.05	30
eur_6	30000	indirect f4-ratio	0.06698689956331882	0.05	30
eur_7	28000	indirect f4-ratio	0.08620087336244542	0.05	30
eur_8	26000	indirect f4-ratio	0.06506550218340612	0.05	30
eur_9	24000	indirect f4-ratio	0.13554585152838428	0.05	30
eur_10	22000	indirect f4-ratio	0.08410480349344973	0.05	30
eur_11	20000	indirect f4-ratio	0.08340611353711791	0.05	30
eur_12	18000	indirect f4-ratio	0.06742358078602617	0.05	30
eur_13	16000	indirect f4-ratio	0.09318777292576419	0.05	30
eur_14	14000	indirect f4-ratio	0.11694323144104812	0.05	30
eur_15	12000	indirect f4-ratio	0.05685589519650658	0.05	30
eur_16	10000	indirect f4-ratio	0.07816593886462886	0.05	30
eur_17	8000	indirect f4-ratio	0.10934497816593891	0.05	30
eur_18	6000	indirect f4-ratio	0.0843668122270742	0.05	30
eur_19	4000	indirect f4-ratio	0.07082969432314412	0.05	30
eur_20	2000	indirect f4-ratio	0.07004366812227081	0.05	30
