sample1	sample2	rel	country_pair	region_pair	time_pair	distance	n_ibd	total_ibd
0LS10	NEO224	none	Estonia:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.013045385582649522	1	10.920679596678596
0LS10	V10	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0	1	10.967699871446356
0LS10	V14	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0.001039999999999999	1	10.653168315751515
0LS10	VII4	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	6.806614430096651e-4	1	10.308058615527855
0LS10	X10	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0.0010200490184299963	1	24.465755242920515
0LS11	V16	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	2.3021728866442711e-4	8	127.04192524475239
0LS11	V9	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0	20	447.5690763209766
0LS11	X08	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	4.0607881008494117e-4	1	16.08064801482093
0LS11	X10	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	4.0607881008494117e-4	1	12.621623624000001
0LS11	X14	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	4.242640687119195e-5	8	169.76332329394353
0LS11	X17	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	2.3999999999999843e-4	1	19.557669150943397
12881A	VK538	none	UK:Italy	Europe:Europe	(0,2500]:(0,2500]	0.01851361661048429	1	14.961956002867906
12881A	VK553	none	UK:Estonia	Europe:Europe	(0,2500]:(0,2500]	0.02289482474272297	1	11.028990745837177
15569A	R1221	none	UK:Italy	Europe:Europe	(0,2500]:(0,2500]	0.016158267233834202	1	22.142472255367906
15569A	VK384	none	UK:Denmark	Europe:Europe	(0,2500]:(0,2500]	0.01078114094147739	1	18.007217162563677
15570A	VK289	none	UK:Denmark	Europe:Europe	(0,2500]:(0,2500]	0.010919523799140693	1	10.208683826526865
19651	Kennewick	none	Canada:USA	America:America	(7500,10000]:(7500,10000]	0.005729310604252482	1	19.643375815367907
523a_C	PS-34	none	USA:USA	America:America	(0,2500]:(0,2500]	0.038932521110249196	1	21.771958608756336
84001	VK354	none	Sweden:Sweden	Europe:Europe	(0,2500]:(0,2500]	0.0033815528977083876	1	14.365108478914308
84001	VK529	none	Sweden:Norway	Europe:Europe	(0,2500]:(0,2500]	0.00853846004850992	1	10.013835809102403
84005	VK14	none	Sweden:Russia	Europe:Europe	(0,2500]:(0,2500]	0.014584951148358364	1	10.859770385269115
84005	VK17	none	Sweden:Russia	Europe:Europe	(0,2500]:(0,2500]	0.014584951148358364	1	19.440761999999992
84005	VK487	none	Sweden:Estonia	Europe:Europe	(0,2500]:(0,2500]	0.00475640620637052	1	17.54363363174167
84005	VK51	none	Sweden:Sweden	Europe:Europe	(0,2500]:(0,2500]	0.002067292915868475	1	15.766414827411182
84005	VK551	none	Sweden:Estonia	Europe:Europe	(0,2500]:(0,2500]	0.00475640620637052	1	14.75857895973985
84005	kls001	none	Sweden:Sweden	Europe:Europe	(0,2500]:(0,2500]	0	1	20.852113230769234
890	894	none	Argentina:Argentina	America:America	(0,2500]:(0,2500]	0	21	268.2359366585031
890	895	none	Argentina:Argentina	America:America	(0,2500]:(0,2500]	0	13	221.94671033147088
890	AM71	none	Argentina:Chile	America:America	(0,2500]:(0,2500]	0.00240393427530788	3	36.53190512117553
890	CT-01	none	Argentina:USA	America:America	(0,2500]:(0,2500]	0.10123346581047199	1	19.524407714476187
890	MA577	none	Argentina:Argentina	America:America	(0,2500]:(0,2500]	0.0022286543024883933	2	25.61717231429914
890	Nr74	none	Argentina:Chile	America:America	(0,2500]:(0,2500]	0.00240393427530788	10	118.58156688092652
890	PS-03	none	Argentina:USA	America:America	(0,2500]:(0,2500]	0.1036547369877518	1	20.196575503617307
890	PS-34	none	Argentina:USA	America:America	(0,2500]:(0,2500]	0.1036547369877518	1	10.787177689265537
894	895	none	Argentina:Argentina	America:America	(0,2500]:(0,2500]	0	17	292.02446284406653
894	AM71	none	Argentina:Chile	America:America	(0,2500]:(0,2500]	0.00240393427530788	1	10.057716535883301
894	IL4	none	Argentina:Peru	America:America	(0,2500]:(0,2500]	0.03881511303603276	1	14.836130850051703
894	MA577	none	Argentina:Argentina	America:America	(0,2500]:(0,2500]	0.0022286543024883933	2	21.31126858536586
894	Nr74	none	Argentina:Chile	America:America	(0,2500]:(0,2500]	0.00240393427530788	2	26.009278366150014
894	PS-34	none	Argentina:USA	America:America	(0,2500]:(0,2500]	0.1036547369877518	2	30.387026663979498
894	SM-01	none	Argentina:USA	America:America	(0,2500]:(0,2500]	0.1027659364770253	1	19.524407714476187
895	AM71	none	Argentina:Chile	America:America	(0,2500]:(0,2500]	0.00240393427530788	1	11.374151510885497
895	MA577	none	Argentina:Argentina	America:America	(0,2500]:(0,2500]	0.0022286543024883933	2	20.834280606840167
895	Nr74	none	Argentina:Chile	America:America	(0,2500]:(0,2500]	0.00240393427530788	3	40.85271211516519
895	SN-50	none	Argentina:USA	America:America	(0,2500]:(0,2500]	0.10165142645334593	1	12.101077048300699
97002	VK487	none	Sweden:Estonia	Europe:Europe	(0,2500]:(0,2500]	0.00475640620637052	1	10.543092409788493
A460	SN-40	none	Chile:USA	America:America	(2500,5000]:(2500,5000]	0.09440010381350224	1	10.893841842220773
AH1	AH2	none	Iran:Iran	Asia:Asia	(7500,10000]:(7500,10000]	0	1	10.532472530916237
AH1	AH4	none	Iran:Iran	Asia:Asia	(7500,10000]:(7500,10000]	0	4	109.62648327735442
AH1	OC1	none	Iran:Romania	Asia:Europe	(7500,10000]:(7500,10000]	0.02779516504718042	1	21.207694815367905
AH2	GD13a	none	Iran:Iran	Asia:Asia	(7500,10000]:(7500,10000]	3.6069377593743235e-4	4	61.451232903107964
AHUR770c	Sumidouro4	none	USA:Brazil	America:America	(10000,12500]:(10000,12500]	0.09669106525424156	2	21.67210170649053
AHUR770c	Sumidouro5	none	USA:Brazil	America:America	(10000,12500]:(10000,12500]	0.09669106525424156	2	23.850431826418315
AHUR_2064	AHUR770c	none	USA:USA	America:America	(10000,12500]:(10000,12500]	0	8	110.35421914483555
AHUR_2064	Sumidouro4	none	USA:Brazil	America:America	(10000,12500]:(10000,12500]	0.09669106525424156	4	48.38741931234108
AHUR_2064	Sumidouro5	none	USA:Brazil	America:America	(10000,12500]:(10000,12500]	0.09669106525424156	1	10.913332452839155
AHUR_2064	Sumidouro6	none	USA:Brazil	America:America	(10000,12500]:(10000,12500]	0.09669106525424156	4	45.03099835425557
AHUR_2064	Sumidouro7	none	USA:Brazil	America:America	(10000,12500]:(10000,12500]	0.09669106525424156	1	12.227241507350229
AM71	MA577	none	Chile:Argentina	America:America	(0,2500]:(0,2500]	9.245539465061001e-4	1	28.166262435269218
AM71	Nr74	none	Chile:Chile	America:America	(0,2500]:(0,2500]	0	41	774.3728236895573
AM71	SN-51	none	Chile:USA	America:America	(0,2500]:(0,2500]	0.09962964869957135	1	10.055698362376958
AM71	SN-53	none	Chile:USA	America:America	(0,2500]:(0,2500]	0.09962964869957135	1	21.648417815367907
Aconcagua	AM71	none	Argentina:Chile	America:America	(0,2500]:(0,2500]	0.021221727073921205	1	10.235412820295636
Aconcagua	PS-07	none	Argentina:USA	America:America	(0,2500]:(0,2500]	0.08442400191888559	1	10.60135729278349
Ajv58	Ajv70	none	Sweden:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0	4	69.95483332707124
Ajv58	NEO51	none	Sweden:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.005859245173228375	1	22.537230680291653
Ala1_C	SN-11	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0049266012625338385	1	21.656872940367908
Alh1	STR486	none	Germany:Germany	Europe:Europe	(0,2500]:(0,2500]	4.701063709417266e-4	1	10.758037106951868
Alh1	VK477	none	Germany:Sweden	Europe:Europe	(0,2500]:(0,2500]	0.010894402232339322	1	20.13177311764707
Ardu1	Ardu2	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0	8	160.92362486325226
Ardu1	Kunila1	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	6.811754546370557e-4	3	35.68067795105715
Ardu1	Kunila2	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0.0011031772296417307	1	10.252462153749974
Ardu1	NEO220	none	Estonia:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.01182394709900209	1	10.944446999999997
Ardu1	NEO228	none	Estonia:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.01182394709900209	1	10.854330074069075
Ardu1	NEO306	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0.0016942313891555667	1	21.61530772287719
Ardu1	NEO653	none	Estonia:Spain	Europe:Europe	(2500,5000]:(2500,5000]	0.03391830911174671	1	11.820696066250605
Ardu1	RISE1163	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.011201142798839766	1	13.944466991525431
Ardu1	RISE1166	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.011201142798839766	1	10.66856082237404
Ardu1	RISE1167	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.011201142798839766	1	10.966622315127662
Ardu1	RISE1171	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.011201142798839766	1	10.161078243063695
Ardu1	RISE1172	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.011201142798839766	1	13.944466991525431
Ardu1	RISE1247	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.009741231954942866	1	15.521142880584563
Ardu1	ber1M	none	Estonia:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.009783659846908007	1	12.013913712991581
Ardu1	kzb002	none	Estonia:Russia	Europe:Europe	(2500,5000]:(2500,5000]	0.03082495255470801	1	14.781125092967827
Ardu1	oll007	none	Estonia:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.01168593171296153	2	29.569908779020224
Ardu1	poz81	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.010362055780587172	2	23.43249467408006
Ardu2	CBV95	none	Estonia:France	Europe:Europe	(2500,5000]:(2500,5000]	0.02396826234836393	1	11.195998339869277
Ardu2	Kunila2	none	Estonia:Estonia	Europe:Europe	(2500,5000]:(2500,5000]	0.0011031772296417307	1	14.570562792743267
Ardu2	NEO735	none	Estonia:Denmark	Europe:Europe	(2500,5000]:(2500,5000]	0.014581319350456597	1	11.21699792154567
Ardu2	NEO92	none	Estonia:Denmark	Europe:Europe	(2500,5000]:(2500,5000]	0.013600130624372694	1	11.973729000000006
Ardu2	ber2F	none	Estonia:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.009783659846908007	1	12.834435202195792
Ardu2	poz81	none	Estonia:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.010362055780587172	2	22.097728682224428
Aveline_1	mid001	none	UK:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.007815759719950457	1	10.204634805528407
Aveline_1	prs002	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.006506996234822946	1	12.609131200062038
Aveline_1	prs003	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.006506996234822946	1	10.752802331509194
Aveline_1	prs009	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.006506996234822946	1	10.318154367049914
Aveline_1	prs013	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.006506996234822946	1	11.159148714759695
Aveline_1	prs016	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.006506996234822946	1	13.453239176947097
BERG02-2	BERG157-7	none	France:France	Europe:Europe	(5000,7500]:(5000,7500]	0	1	12.664513000000007
BERG157-2	BLP10	none	France:France	Europe:Europe	(5000,7500]:(5000,7500]	0.006311719258648948	1	22.332160542936357
BERG157-2	NEO28	none	France:Denmark	Europe:Europe	(5000,7500]:(5000,7500]	0.01609306400285539	1	10.807765057201332
BERG157-2	NEO812	none	France:France	Europe:Europe	(5000,7500]:(5000,7500]	1.04479663092871e-4	1	14.0270981898163
BERG157-2	NEO813	none	France:France	Europe:Europe	(5000,7500]:(5000,7500]	1.04479663092871e-4	1	11.30153479970545
BERG157-2	WET370	none	France:France	Europe:Europe	(5000,7500]:(5000,7500]	0.0068802398214015785	1	12.458930517912833
BERG157-7	NEO886	none	France:Denmark	Europe:Europe	(5000,7500]:(5000,7500]	0.015449577405223743	1	11.750089371824458
BIS385	CBV95	none	France:France	Europe:Europe	(2500,5000]:(2500,5000]	0.004174685616905781	1	13.206811429184555
BOT14	BOT15	none	Kazakhstan:Kazakhstan	Asia:Asia	(5000,7500]:(5000,7500]	0	1	11.250993468512192
BOT14	BOT2016	none	Kazakhstan:Kazakhstan	Asia:Asia	(5000,7500]:(5000,7500]	0	3	46.123143338834005
BOT14	NEO83	none	Kazakhstan:Russia	Asia:Asia	(5000,7500]:(5000,7500]	0.007094166194839243	1	10.265057031788075
BOT14	NEO912	none	Kazakhstan:Russia	Asia:Asia	(5000,7500]:(5000,7500]	0.009459552737841255	1	11.086117864066196
BR1	BR2	none	Hungary:Hungary	Europe:Europe	(2500,5000]:(2500,5000]	0.00109402925006601	1	11.36685700000001
BR1	RIX4	none	Hungary:France	Europe:Europe	(2500,5000]:(2500,5000]	0.01344209061121074	1	13.296034947040496
BUCH2	Es97-1	none	France:France	Europe:Europe	(5000,7500]:(5000,7500]	0.0035975547250875835	1	10.846947237647058
BUCH2	Mor6	none	France:France	Europe:Europe	(5000,7500]:(5000,7500]	0.0035674640853132628	1	11.293177536480686
BUCH2	NEO847	none	France:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.0072863053051598105	1	11.004031390868704
B_3	MX_1	none	Mexico:Mexico	America:America	(2500,5000]:(2500,5000]	0.003679619545550874	1	10.917719956420953
B_3	SN-40	none	Mexico:USA	America:America	(2500,5000]:(2500,5000]	0.006317372871692791	1	10.783430554261765
Ballynahatty	mid001	none	Ireland:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.005434721704006566	1	15.601203586189877
Bar31	Bar8	none	Turkey:Turkey	Asia:Asia	(7500,10000]:(7500,10000]	0	1	10.296404256862743
Bichon	ST3	none	Switzerland:Italy	Europe:Europe	(12500,15000]:(12500,15000]	0.012119051117971241	1	11.499514000000005
Bon001	Bon002	none	Turkey:Turkey	Asia:Asia	(10000,12500]:(10000,12500]	0	1	21.96839563751363
Brana	NEO646	none	Spain:Spain	Europe:Europe	(7500,10000]:(7500,10000]	8.348442968602031e-4	1	11.657204000000007
Brana	NEO648	none	Spain:Spain	Europe:Europe	(7500,10000]:(7500,10000]	8.336624016950774e-4	1	26.170597605049167
BurnGround	prs012	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.0071296703991138325	1	13.168580129151294
CB13	NEO695	none	Spain:Italy	Europe:Europe	(5000,7500]:(5000,7500]	0.011298388646174285	1	13.740681717890823
CB13	mid002	none	Spain:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.017379887801709196	1	10.664985649197376
CB13	mur	none	Spain:Spain	Europe:Europe	(5000,7500]:(5000,7500]	0.005498045107126715	1	12.971556222222219
CBV95	NEO51	none	France:Sweden	Europe:Europe	(2500,5000]:(2500,5000]	0.011394252674045804	1	11.05622198156496
CBV95	NEO739	none	France:Denmark	Europe:Europe	(2500,5000]:(2500,5000]	0.009995383584435368	1	11.27534042262306
CBV95	NEO875	none	France:Denmark	Europe:Europe	(2500,5000]:(2500,5000]	0.009236230508167282	1	13.521277169083845
CBV95	NEO92	none	France:Denmark	Europe:Europe	(2500,5000]:(2500,5000]	0.010684998502573597	2	34.055884447552685
CK-09	PS-34	none	Canada:USA	America:America	(0,2500]:(0,2500]	0.03828627430294049	1	13.075361218261207
CK-09	RM-83	none	Canada:Canada	America:America	(0,2500]:(0,2500]	0.003896588251278277	2	21.910188486318496
CR-01	PS-06	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0012870120434556938	1	11.607721510022287
CR-01	PS-07	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0012870120434556938	1	10.82387615602837
CR-01	PS-09P	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0012870120434556938	1	10.86015072356517
CR-01	PS-34	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0012870120434556938	1	11.166136070604423
CR-01	SM-01	none	USA:USA	America:America	(0,2500]:(0,2500]	6.506919393998892e-4	3	32.324220038607294
CR-01	SM-02	none	USA:USA	America:America	(0,2500]:(0,2500]	6.506919393998892e-4	4	63.58351587306662
CR-01	SN-51	none	USA:USA	America:America	(0,2500]:(0,2500]	7.640026177965636e-4	1	10.057693999999998
CT-01	PS-03	none	USA:USA	America:America	(0,2500]:(0,2500]	0.002698758974047146	1	20.831017815367908
CT-01	SC-03	none	USA:USA	America:America	(0,2500]:(0,2500]	4.8662100242386126e-4	8	112.77063906226512
CT-01	SC-04	none	USA:USA	America:America	(0,2500]:(0,2500]	4.8662100242386126e-4	13	194.80900500220642
CT-01	SC-05	none	USA:USA	America:America	(0,2500]:(0,2500]	4.8662100242386126e-4	4	40.82425386937794
CT-01	SC_1	none	USA:USA	America:America	(0,2500]:(0,2500]	4.8662100242386126e-4	13	193.32785185291942
CT-01	SN-11	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0011264102272263029	3	33.9146873242062
CT-01	SN-13	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0011264102272263029	6	92.3924578178817
CT-01	SN-50	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0010877959367454895	1	12.264092348623862
CT-01	SN-51	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0011264102272263029	1	10.703480035701617
CT-01	SN-52	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0011264102272263029	2	22.01299592692189
CT-01	SN-53	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0011264102272263029	10	157.37142610395938
CT-01	SN_3	none	USA:USA	America:America	(0,2500]:(0,2500]	0.0011264102272263029	1	10.630477161290322
CabecoArruda122A	R6	none	Portugal:Italy	Europe:Europe	(5000,7500]:(5000,7500]	0.02238219158170173	1	12.06447961353713
CabecoArruda122A	kol2	none	Portugal:CzechRepublic	Europe:Europe	(5000,7500]:(5000,7500]	0.026240160060487433	1	19.522553295113127
Canes1	NEO814	none	Spain:Denmark	Europe:Europe	(5000,7500]:(5000,7500]	0.02034201661586186	1	19.94018723570689
Carsington_pasture_1	Coldrum_1	none	UK:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.0026716474318292808	1	12.38666053446201
Carsington_pasture_1	NEO625	none	UK:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.005800855540349202	1	11.0269717697729
Carsington_pasture_1	NEO753	none	UK:Denmark	Europe:Europe	(5000,7500]:(5000,7500]	0.014112139207079839	1	12.985234823408
Carsington_pasture_1	bal004	none	UK:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.005206121396971073	1	10.813892246376813
Carsington_pasture_1	prs002	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.00701821202301555	1	11.543445749074777
Carsington_pasture_1	prs012	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.00701821202301555	1	10.051652247770079
Chan	NEO672	none	Spain:Romania	Europe:Europe	(7500,10000]:(7500,10000]	0.029751052502390567	1	19.712461762826607
Coldrum_1	Ballynahatty	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.00710192227499006	1	13.936503091557668
Coldrum_1	Es97-1	none	UK:France	Europe:Europe	(5000,7500]:(5000,7500]	0.0013984276885130667	1	16.00716134393638
Coldrum_1	Jubilee_cave	none	UK:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.00381931931108149	1	10.125826246718155
Coldrum_1	NEO625	none	UK:UK	Europe:Europe	(5000,7500]:(5000,7500]	0.008118105998322515	1	10.977863116909987
Coldrum_1	prs009	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.00939839347973897	2	21.558091457373706
Coldrum_1	prs013	none	UK:Ireland	Europe:Europe	(5000,7500]:(5000,7500]	0.00939839347973897	1	12.838073696484507
DA10	DA11	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.0020096019506359933	4	67.64210805533669
DA10	DA13	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.0025909457732650482	2	30.001807594251446
DA10	DA15	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.001643958636949246	1	12.762119975084943
DA100	DA117	none	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	4.491102314577094e-4	1	12.333355562113269
DA100	SN-11	none	Kyrgyzstan:USA	Asia:America	(0,2500]:(0,2500]	0.1971509890921169	1	21.689870695332605
DA100	SN-50	none	Kyrgyzstan:USA	Asia:America	(0,2500]:(0,2500]	0.19711148165441808	1	20.827216001770427
DA101	DA50	none	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0.002204381999563594	1	10.345095999999998
DA101	DA52	none	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0.002204381999563594	1	10.994210096364679
DA104	DA105	1st degree	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0	54	3050.172292186563
DA104	DA70	none	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0.00174928556845358	1	10.490685152567224
DA104	DA81	none	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0.002479516081819194	1	12.988767999999993
DA104	DA96	none	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0	1	12.699757716391362
DA105	DA96	none	Kyrgyzstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0	5	109.4194134965143
DA105	chy001	none	Kyrgyzstan:Russia	Asia:Europe	(0,2500]:(0,2500]	0.024051272315617732	1	12.607083142388802
DA11	DA13	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.0024440335513245333	1	11.782767000000007
DA11	DA14	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.0022020445045457223	2	27.389518478718866
DA11	DA16	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.0024622144504490274	1	11.153583454054044
DA11	DA2	none	Kazakhstan:Russia	Asia:Asia	(2500,5000]:(2500,5000]	0.017388070623275027	1	11.133598776761914
DA11	cim359	none	Kazakhstan:Moldova	Asia:Europe	(2500,5000]:(2500,5000]	0.04492732130897634	1	13.639638762748561
DA111	RISE1160	none	CzechRepublic:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.007375540658148389	1	19.522553295113127
DA112	PL_N44	none	CzechRepublic:Poland	Europe:Europe	(2500,5000]:(2500,5000]	0.005344174398351911	1	10.256743999999998
DA116	DA94	none	Kyrgyzstan:Kazakhstan	Asia:Asia	(0,2500]:(0,2500]	0.010435870830936916	1	14.934276408695645
DA117	DA204	none	Kyrgyzstan:Kazakhstan	Asia:Asia	(0,2500]:(0,2500]	0.0011300442469213345	1	11.000217102661598
DA118	DA128	none	Kyrgyzstan:Kazakhstan	Asia:Asia	(0,2500]:(0,2500]	0.001651241956831287	1	10.380678000000003
DA119	Alh1	none	Slovakia:Germany	Europe:Europe	(0,2500]:(0,2500]	0.00813477104779231	1	10.377272716612367
DA121	DA123	none	Kazakhstan:Kazakhstan	Asia:Asia	(0,2500]:(0,2500]	2.000000000001023e-5	1	10.066810415124188
DA121	DA125	none	Kazakhstan:Kazakhstan	Asia:Asia	(0,2500]:(0,2500]	3.2202484376209515e-4	1	16.00603976274695
DA123	tem002	none	Kazakhstan:Russia	Asia:Europe	(0,2500]:(0,2500]	0.014467466951750746	1	10.814014999999998
DA124	VK21	none	Kazakhstan:Russia	Asia:Europe	(0,2500]:(0,2500]	0.04810588841295834	1	21.661131815367906
DA126	DA93	none	Kazakhstan:Kazakhstan	Asia:Asia	(0,2500]:(0,2500]	0.009157346777314923	1	15.334646831130064
DA127	DA39	none	Kazakhstan:Mongolia	Asia:Asia	(0,2500]:(0,2500]	0.022548199484659512	1	11.35517254367823
DA129	DA82	none	Kazakhstan:Kyrgyzstan	Asia:Asia	(0,2500]:(0,2500]	0.0019616319736382847	2	33.9333750304475
DA13	DA16	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.0012123530838827382	2	24.927503261651722
DA13	MJ-41	none	Kazakhstan:Russia	Asia:Europe	(2500,5000]:(2500,5000]	0.017315498837746492	1	11.672635161198656
DA13	MJ-42	none	Kazakhstan:Russia	Asia:Europe	(2500,5000]:(2500,5000]	0.014097606179773929	2	20.58909587149932
DA130	VK175	none	Kazakhstan:UK	Asia:Europe	(0,2500]:(0,2500]	0.07913601076627506	1	22.142472255367906
DA134	DA139	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0	3	51.51764652429414
DA134	DA26	none	Russia:Kazakhstan	Europe:Asia	(0,2500]:(0,2500]	0.025463939208221504	1	10.88137206121776
DA134	MJ-43	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0.019884315426989187	1	10.094693244680855
DA139	DA143	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	9.99999999999801e-6	5	72.81295967004499
DA139	DA82	none	Russia:Kyrgyzstan	Europe:Asia	(0,2500]:(0,2500]	0.03589070213857622	1	12.07102071417134
DA139	MJ-44	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0.017203921064687554	1	10.944221640946779
DA139	chy001	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0.01597369086967693	3	38.82332157548033
DA139	tem002	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0.019425110038298367	1	12.015815571020312
DA139	tem003	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0.019425110038298367	1	10.882213461570998
DA14	MJ-16	none	Kazakhstan:Ukraine	Asia:Europe	(2500,5000]:(2500,5000]	0.04434094834348945	1	10.73465652060875
DA141	VK320	none	Russia:Denmark	Europe:Europe	(0,2500]:(0,2500]	0.029793022673102507	1	21.149085815367908
DA142	DA39	none	Russia:Mongolia	Europe:Asia	(0,2500]:(0,2500]	0.06181442954521217	1	14.295461325563195
DA143	DA144	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	9.99999999999801e-6	1	11.87731288855877
DA143	R76	none	Russia:Italy	Europe:Europe	(0,2500]:(0,2500]	0.027577878816181636	1	17.696444875239926
DA143	chy001	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0.01598340702103278	2	26.695431345419976
DA145	DA229	none	Russia:Kazakhstan	Europe:Asia	(0,2500]:(0,2500]	0.03054272417450677	1	13.849429267768684
DA15	DA8	none	Kazakhstan:Russia	Asia:Asia	(2500,5000]:(2500,5000]	0.017560891207452994	1	10.704628111877952
DA15	MJ-42	none	Kazakhstan:Russia	Asia:Europe	(2500,5000]:(2500,5000]	0.013251947026757999	1	28.940325623986666
DA16	DA221	none	Kazakhstan:Kazakhstan	Asia:Asia	(2500,5000]:(2500,5000]	0.005667142136915218	1	15.247005382978728
DA160	12881A	none	Russia:UK	Europe:Europe	(0,2500]:(0,2500]	0.04496541448713666	1	19.46402841854251
DA162	VK219	none	Russia:Russia	Europe:Europe	(0,2500]:(0,2500]	0.02076983389437672	1	19.46402841854251
