sample1	sample2	rel	country_pair	region_pair	time_pair	distance	n_ibd	total_ibd
HG01061	HG01105	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.70593117535212
HG01061	HG01110	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.372162552590368
HG01061	HG01164	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	55.18727579030265
HG01061	HG01167	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.506420000000006
HG01061	HG01168	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.23202336081647
HG01061	HG01170	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.907828776936213
HG01061	HG01171	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.789347876893913
HG01061	HG01173	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	29.937984402158804
HG01061	HG01174	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.992262441262909
HG01061	HG01177	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	5	67.52845935766476
HG01061	HG01182	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	21.430835347951813
HG01061	HG01183	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	39.669951864279
HG01061	HG01188	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	14.406042348682263
HG01061	HG01190	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	23.201176760602664
HG01061	HG01191	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.358234787003141
HG01061	HG01197	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	47.010886087763836
HG01061	HG01200	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	27.6290150566427
HG01061	HG01241	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.842472076109928
HG01061	HG01247	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.739260971066159
HG01061	HG01248	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	22.01814585366961
HG01061	HG01286	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.734060553784857
HG01061	HG01302	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	35.06945572582002
HG01061	HG01303	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	22.54376080724971
HG01061	HG01305	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.814058972972973
HG01061	HG01308	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	62.1914603430452
HG01061	HG01312	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.28892338481272
HG01061	HG01323	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	23.129448423175397
HG01061	HG01325	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.846910928699435
HG01061	HG01326	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	43.05392542289822
HG01061	HG01392	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.681958203166246
HG01061	HG01393	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.057679993975881
HG01061	HG01395	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	20.45470351142876
HG01061	HG01396	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.68451586682255
HG01061	HG01402	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	42.43129873614939
HG01061	HG01403	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.469648000000007
HG01061	HG01412	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	35.78830002622857
HG01061	HG01413	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.717304999999996
HG01061	HG01414	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	20.90736145624797
HG01063	HG01064	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	19.406819775623262
HG01063	HG01066	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	22.7618951449016
HG01063	HG01067	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.645496336222095
HG01063	HG01069	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	38.42075306468995
HG01063	HG01073	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	14.550387324429607
HG01063	HG01080	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.455421674584322
HG01063	HG01082	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.271447315423202
HG01063	HG01085	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.263839536187561
HG01063	HG01086	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.819381128652864
HG01063	HG01088	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.897913856648188
HG01063	HG01089	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	36.0371411632515
HG01063	HG01092	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.767610329926214
HG01063	HG01094	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	41.33180948494409
HG01063	HG01095	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	35.16084174958347
HG01063	HG01097	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	22.014704406339163
HG01063	HG01102	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.518879696624566
HG01063	HG01107	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.769333700000004
HG01063	HG01108	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	21.627859917808017
HG01063	HG01110	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.273415005301587
HG01063	HG01111	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.925639617742405
HG01063	HG01161	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.704893399507526
HG01063	HG01164	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	25.572778426683584
HG01063	HG01174	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	28.89722453793305
HG01063	HG01177	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.985417230951455
HG01063	HG01183	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.249263927301584
HG01063	HG01188	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.530332948312939
HG01063	HG01190	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	28.283032319606864
HG01063	HG01191	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	40.02567258441011
HG01063	HG01197	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.064534312920927
HG01063	HG01241	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.339818467797137
HG01063	HG01248	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	43.222127393046804
HG01063	HG01286	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	44.90496878115943
HG01063	HG01302	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.146310558563698
HG01063	HG01303	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	43.031457
HG01063	HG01305	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.506250657195615
HG01063	HG01308	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.896666183466564
HG01063	HG01311	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.67489686792453
HG01063	HG01392	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.527220914960225
HG01063	HG01395	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.121254838385944
HG01063	HG01396	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	22.61073636684568
HG01063	HG01402	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.481973617742412
HG01063	HG01403	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	33.01372865707822
HG01063	HG01412	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	22.31557195773331
HG01063	HG01413	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.814793846035233
HG01063	HG01414	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	25.1631717135009
HG01064	HG01067	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	57.000160899253615
HG01064	HG01069	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	66.0856665299018
HG01064	HG01070	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	34.589774774769296
HG01064	HG01072	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	40.31989757972553
HG01064	HG01073	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.013950071869203
HG01064	HG01075	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.214974668134552
HG01064	HG01077	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.435157858078611
HG01064	HG01082	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.341919781468633
HG01064	HG01086	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.717796302514742
HG01064	HG01088	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.35843603867083
HG01064	HG01092	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.684763572419769
HG01064	HG01095	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.859832696084851
HG01064	HG01098	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	25.12435852185004
HG01064	HG01101	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.991110642307689
HG01064	HG01102	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.463434003821874
HG01064	HG01104	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.788416668506567
HG01064	HG01108	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.88895
HG01064	HG01161	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	30.800453224259407
HG01064	HG01164	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	41.98072718745031
HG01064	HG01167	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	20.972420174456545
HG01064	HG01168	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	31.174346417007285
HG01064	HG01171	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	47.19181122119221
HG01064	HG01173	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	28.824677107532402
HG01064	HG01174	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.883553625418074
HG01064	HG01177	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.157093986567162
HG01064	HG01182	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.352347187164145
HG01064	HG01183	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.543743753076328
HG01064	HG01187	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.346104718758056
HG01064	HG01191	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	18.081044473945397
HG01064	HG01197	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	53.425218576268875
HG01064	HG01198	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.475000144439093
HG01064	HG01200	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.516900924078094
HG01064	HG01205	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	54.94857222189481
HG01064	HG01242	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.203620556398548
HG01064	HG01247	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	54.941314251538294
HG01064	HG01286	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	19.688327927355232
HG01064	HG01302	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.371412017477482
HG01064	HG01303	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.602493950280838
HG01064	HG01308	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	25.67019590607643
HG01064	HG01326	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	23.43055007166987
HG01064	HG01393	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	21.32959990245614
HG01064	HG01395	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	50.88335545084797
HG01064	HG01398	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.399514686123638
HG01064	HG01405	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	21.514666332711112
HG01064	HG01413	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	37.75649500672315
HG01064	HG01414	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	18.340272983903425
HG01066	HG01067	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	72.77441527694906
HG01066	HG01069	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	30.601496501623327
HG01066	HG01070	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	36.3289643963695
HG01066	HG01073	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	60.10742900487476
HG01066	HG01075	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.188241934508817
HG01066	HG01077	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.801511120549982
HG01066	HG01079	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.950055989533013
HG01066	HG01080	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.978805456145114
HG01066	HG01083	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	25.714240773061782
HG01066	HG01085	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.10275787834722
HG01066	HG01089	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	23.140543614629387
HG01066	HG01094	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.604833999999997
HG01066	HG01097	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.246058113572886
HG01066	HG01098	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	32.18171679139425
HG01066	HG01104	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	35.240939984879105
HG01066	HG01105	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.421636244417485
HG01066	HG01107	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	28.068500622991575
HG01066	HG01108	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.92583563674085
HG01066	HG01110	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.50746213230768
HG01066	HG01164	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	48.27659931443539
HG01066	HG01167	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.910245511338466
HG01066	HG01170	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.324696396463985
HG01066	HG01174	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.452164642458087
HG01066	HG01176	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	26.990906115726233
HG01066	HG01177	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.183252922163575
HG01066	HG01182	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.211776947617636
HG01066	HG01183	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	39.362785234300546
HG01066	HG01187	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	31.240097781754763
HG01066	HG01190	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	25.60559080621584
HG01066	HG01191	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.868437999999983
HG01066	HG01197	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.707810999999992
HG01066	HG01198	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.184586023569022
HG01066	HG01200	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	20.392924999339314
HG01066	HG01247	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.81445900126367
HG01066	HG01248	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	20.36384921845388
HG01066	HG01286	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.153278656497015
HG01066	HG01302	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	37.33872106959595
HG01066	HG01303	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	30.40007256928283
HG01066	HG01308	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	50.43177085698393
HG01066	HG01323	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.781838979591846
HG01066	HG01325	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	20.26472951082981
HG01066	HG01326	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.097390999999988
HG01066	HG01393	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.826509636836633
HG01066	HG01402	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.366721824267785
HG01066	HG01403	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	25.353189574446976
HG01066	HG01412	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	49.15019573854332
HG01066	HG01414	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	41.70075857377758
HG01066	HG01918	none	PuertoRico:Peru	America:America	present-day:present-day	none	1	19.93442110548839
HG01066	NA19759	none	PuertoRico:Mexico	America:America	present-day:present-day	none	1	21.370685815367906
HG01067	HG01069	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	50.355524120711465
HG01067	HG01070	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	54.230643577587244
HG01067	HG01072	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	68.96966381861904
HG01067	HG01073	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	30.54388374418729
HG01067	HG01077	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.855500036536583
HG01067	HG01079	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.429031793994994
HG01067	HG01083	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	5	84.91856834242375
HG01067	HG01085	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	14.309747717511009
HG01067	HG01086	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.266982651334615
HG01067	HG01088	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	38.71166320994669
HG01067	HG01092	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	31.895650251805204
HG01067	HG01095	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	34.09658179207529
HG01067	HG01097	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	55.08337741602213
HG01067	HG01101	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.511640831411299
HG01067	HG01105	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.765478935989549
HG01067	HG01108	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.596510365728903
HG01067	HG01110	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	56.034621904892454
HG01067	HG01161	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	35.16623776603908
HG01067	HG01162	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	40.68548603013426
HG01067	HG01164	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	38.159524969036696
HG01067	HG01168	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.287960999999996
HG01067	HG01170	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.0076879286579
HG01067	HG01173	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.076169986111111
HG01067	HG01174	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.697367999999997
HG01067	HG01176	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.85922588562434
HG01067	HG01177	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.968783627377547
HG01067	HG01182	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	38.331824022350574
HG01067	HG01183	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	48.02862056693562
HG01067	HG01190	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	41.24719418822782
HG01067	HG01191	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	32.87087195082392
HG01067	HG01197	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	5	71.35545819346535
HG01067	HG01198	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.73615948497854
HG01067	HG01204	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	38.22870047945206
HG01067	HG01205	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.58316700250306
HG01067	HG01241	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.093375191703117
HG01067	HG01247	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.161032000000006
HG01067	HG01248	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.908166
HG01067	HG01286	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	14.945883607933808
HG01067	HG01302	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	42.359310513120406
HG01067	HG01303	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.027429671249408
HG01067	HG01305	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.625593105437815
HG01067	HG01308	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.842446250859112
HG01067	HG01312	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	22.288918143072465
HG01067	HG01325	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	23.818531105915188
HG01067	HG01392	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	21.073125013355053
HG01067	HG01395	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.54778458287089
HG01067	HG01396	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.930103499079191
HG01067	HG01402	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.379440844245067
HG01067	HG01403	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	30.18453354568487
HG01067	HG01405	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	30.803326012711736
HG01067	HG01412	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	4	67.77477765137223
HG01067	HG01413	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.93595337977456
HG01067	HG01414	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	14.606918540528824
HG01069	HG01070	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	21.413678645599063
HG01069	HG01072	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	47.208539235837065
HG01069	HG01077	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.844229257676965
HG01069	HG01079	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.122294079206085
HG01069	HG01080	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	23.943877615506153
HG01069	HG01082	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.568627509984395
HG01069	HG01083	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.925996623513882
HG01069	HG01085	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.246205762855226
HG01069	HG01086	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	25.021202990658267
HG01069	HG01089	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.025361893317694
HG01069	HG01095	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	34.4433409493204
HG01069	HG01097	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.7563855484142
HG01069	HG01101	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	35.55532607514792
HG01069	HG01102	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	30.267360680192645
HG01069	HG01104	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	29.817890736769122
HG01069	HG01105	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	49.169770687052704
HG01069	HG01107	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	16.89773693534483
HG01069	HG01111	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	23.387100286285587
HG01069	HG01161	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.08348334841483
HG01069	HG01164	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	15.638279
HG01069	HG01171	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.050536151486327
HG01069	HG01173	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.568416968952462
HG01069	HG01174	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	38.30693631093855
HG01069	HG01176	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.027894999999972
HG01069	HG01177	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.465639814395672
HG01069	HG01183	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	58.881481259161525
HG01069	HG01188	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	19.700881228588344
HG01069	HG01190	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	28.996490236153832
HG01069	HG01191	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	29.980575710910834
HG01069	HG01197	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.973886995408918
HG01069	HG01198	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.385759309462927
HG01069	HG01200	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	24.330315464285718
HG01069	HG01205	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	33.849192693455805
HG01069	HG01247	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.637745394378982
HG01069	HG01248	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	12.782814081841433
HG01069	HG01286	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	14.592492635485812
HG01069	HG01302	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.303100974782346
HG01069	HG01303	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	11.196347733585858
HG01069	HG01308	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	10.656023648437497
HG01069	HG01312	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	14.731894116859621
HG01069	HG01325	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	17.324604043988273
HG01069	HG01326	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	3	58.11559704085396
HG01069	HG01392	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	18.200547381310415
HG01069	HG01395	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	23.021122761688858
HG01069	HG01398	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	32.2213226872127
HG01069	HG01402	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	1	13.082560621032258
HG01069	HG01412	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	26.379362258812847
HG01069	HG01413	none	PuertoRico:PuertoRico	America:America	present-day:present-day	none	2	29.226421121347407
