time	pop	freq	onset
4580	YAM	0.0	12000
4550	EHG	NA	12000
4550	ANA	0.0	12000
4550	EUR	0.922571	12000
4550	YAM	0.0	12000
4520	EHG	NA	12000
4520	ANA	0.0	12000
4520	EUR	0.929347	12000
4520	YAM	0.0	12000
4490	EHG	NA	12000
4490	ANA	0.0	12000
4490	EUR	0.933097	12000
4490	YAM	0.0	12000
4460	EHG	NA	12000
4460	ANA	0.0	12000
4460	EUR	0.936433	12000
4460	YAM	0.0	12000
4430	EHG	NA	12000
4430	ANA	0.0	12000
4430	EUR	0.939834	12000
4430	YAM	0.0	12000
4400	EHG	NA	12000
4400	ANA	0.0	12000
4400	EUR	0.944322	12000
4400	YAM	0.0	12000
4370	EHG	NA	12000
4370	ANA	0.0	12000
4370	EUR	0.947479	12000
4370	YAM	0.0	12000
4340	EHG	NA	12000
4340	ANA	0.0	12000
4340	EUR	0.952081	12000
4340	YAM	0.0	12000
4310	EHG	NA	12000
4310	ANA	0.0	12000
4310	EUR	0.955372	12000
4310	YAM	0.0	12000
4280	EHG	NA	12000
4280	ANA	0.0	12000
4280	EUR	0.959178	12000
4280	YAM	0.0	12000
4250	EHG	NA	12000
4250	ANA	0.0	12000
4250	EUR	0.96088	12000
4250	YAM	0.0	12000
4220	EHG	NA	12000
4220	ANA	0.0	12000
4220	EUR	0.963914	12000
4220	YAM	0.0	12000
4190	EHG	NA	12000
4190	ANA	0.0	12000
4190	EUR	0.966297	12000
4190	YAM	0.0	12000
4160	EHG	NA	12000
4160	ANA	0.0	12000
4160	EUR	0.969373	12000
4160	YAM	0.0	12000
4130	EHG	NA	12000
4130	ANA	0.0	12000
4130	EUR	0.97172	12000
4130	YAM	0.0	12000
4100	EHG	NA	12000
4100	ANA	0.0	12000
4100	EUR	0.973512	12000
4100	YAM	0.0	12000
4070	EHG	NA	12000
4070	ANA	0.0	12000
4070	EUR	0.974855	12000
4070	YAM	0.0	12000
4040	EHG	NA	12000
4040	ANA	0.0	12000
4040	EUR	0.977671	12000
4040	YAM	0.0	12000
4010	EHG	NA	12000
4010	ANA	NA	12000
4010	EUR	0.981252	12000
4010	YAM	0.0	12000
3980	EHG	NA	12000
3980	ANA	NA	12000
3980	EUR	0.947985	12000
3980	YAM	0.0	12000
3950	EHG	NA	12000
3950	ANA	NA	12000
3950	EUR	0.920443	12000
3950	YAM	0.0	12000
3920	EHG	NA	12000
3920	ANA	NA	12000
3920	EUR	0.896573	12000
3920	YAM	0.0	12000
3890	EHG	NA	12000
3890	ANA	NA	12000
3890	EUR	0.8753	12000
3890	YAM	0.0	12000
3860	EHG	NA	12000
3860	ANA	NA	12000
3860	EUR	0.852409	12000
3860	YAM	0.0	12000
3830	EHG	NA	12000
3830	ANA	NA	12000
3830	EUR	0.827862	12000
3830	YAM	0.0	12000
3800	EHG	NA	12000
3800	ANA	NA	12000
3800	EUR	0.806031	12000
3800	YAM	0.0	12000
3770	EHG	NA	12000
3770	ANA	NA	12000
3770	EUR	0.786437	12000
3770	YAM	0.0	12000
3740	EHG	NA	12000
3740	ANA	NA	12000
3740	EUR	0.766549	12000
3740	YAM	0.0	12000
3710	EHG	NA	12000
3710	ANA	NA	12000
3710	EUR	0.75573	12000
3710	YAM	0.0	12000
3680	EHG	NA	12000
3680	ANA	NA	12000
3680	EUR	0.747834	12000
3680	YAM	0.0	12000
3650	EHG	NA	12000
3650	ANA	NA	12000
3650	EUR	0.730463	12000
3650	YAM	0.0	12000
3620	EHG	NA	12000
3620	ANA	NA	12000
3620	EUR	0.721414	12000
3620	YAM	0.0	12000
3590	EHG	NA	12000
3590	ANA	NA	12000
3590	EUR	0.715485	12000
3590	YAM	0.0	12000
3560	EHG	NA	12000
3560	ANA	NA	12000
3560	EUR	0.707883	12000
3560	YAM	0.0	12000
3530	EHG	NA	12000
3530	ANA	NA	12000
3530	EUR	0.695904	12000
3530	YAM	0.0	12000
3500	EHG	NA	12000
3500	ANA	NA	12000
3500	EUR	0.687388	12000
3500	YAM	0.0	12000
3470	EHG	NA	12000
3470	ANA	NA	12000
3470	EUR	0.704645	12000
3470	YAM	0.0	12000
3440	EHG	NA	12000
3440	ANA	NA	12000
3440	EUR	0.71744	12000
3440	YAM	0.0	12000
3410	EHG	NA	12000
3410	ANA	NA	12000
3410	EUR	0.730337	12000
3410	YAM	0.0	12000
3380	EHG	NA	12000
3380	ANA	NA	12000
3380	EUR	0.742647	12000
3380	YAM	0.0	12000
3350	EHG	NA	12000
3350	ANA	NA	12000
3350	EUR	0.75589	12000
3350	YAM	0.0	12000
3320	EHG	NA	12000
3320	ANA	NA	12000
3320	EUR	0.765853	12000
3320	YAM	0.0	12000
3290	EHG	NA	12000
3290	ANA	NA	12000
3290	EUR	0.773875	12000
3290	YAM	0.0	12000
3260	EHG	NA	12000
3260	ANA	NA	12000
3260	EUR	0.791385	12000
3260	YAM	0.0	12000
3230	EHG	NA	12000
3230	ANA	NA	12000
3230	EUR	0.798732	12000
3230	YAM	0.0	12000
3200	EHG	NA	12000
3200	ANA	NA	12000
3200	EUR	0.804958	12000
3200	YAM	0.0	12000
3170	EHG	NA	12000
3170	ANA	NA	12000
3170	EUR	0.81936	12000
3170	YAM	0.0	12000
3140	EHG	NA	12000
3140	ANA	NA	12000
3140	EUR	0.835395	12000
3140	YAM	0.0	12000
3110	EHG	NA	12000
3110	ANA	NA	12000
3110	EUR	0.841623	12000
3110	YAM	0.0	12000
3080	EHG	NA	12000
3080	ANA	NA	12000
3080	EUR	0.850406	12000
3080	YAM	0.0	12000
3050	EHG	NA	12000
3050	ANA	NA	12000
3050	EUR	0.85675	12000
3050	YAM	0.0	12000
3020	EHG	NA	12000
3020	ANA	NA	12000
3020	EUR	0.865724	12000
3020	YAM	0.0	12000
2990	EHG	NA	12000
2990	ANA	NA	12000
2990	EUR	0.875284	12000
2990	YAM	0.0	12000
2960	EHG	NA	12000
2960	ANA	NA	12000
2960	EUR	0.883258	12000
2960	YAM	0.0	12000
2930	EHG	NA	12000
2930	ANA	NA	12000
2930	EUR	0.889757	12000
2930	YAM	0.0	12000
2900	EHG	NA	12000
2900	ANA	NA	12000
2900	EUR	0.899192	12000
2900	YAM	0.0	12000
2870	EHG	NA	12000
2870	ANA	NA	12000
2870	EUR	0.905794	12000
2870	YAM	0.0	12000
2840	EHG	NA	12000
2840	ANA	NA	12000
2840	EUR	0.910399	12000
2840	YAM	0.0	12000
2810	EHG	NA	12000
2810	ANA	NA	12000
2810	EUR	0.914845	12000
2810	YAM	0.0	12000
2780	EHG	NA	12000
2780	ANA	NA	12000
2780	EUR	0.91674	12000
2780	YAM	0.0	12000
2750	EHG	NA	12000
2750	ANA	NA	12000
2750	EUR	0.922282	12000
2750	YAM	0.0	12000
2720	EHG	NA	12000
2720	ANA	NA	12000
2720	EUR	0.928217	12000
2720	YAM	0.0	12000
2690	EHG	NA	12000
2690	ANA	NA	12000
2690	EUR	0.935057	12000
2690	YAM	0.0	12000
2660	EHG	NA	12000
2660	ANA	NA	12000
2660	EUR	0.936912	12000
2660	YAM	0.0	12000
2630	EHG	NA	12000
2630	ANA	NA	12000
2630	EUR	0.944885	12000
2630	YAM	0.0	12000
2600	EHG	NA	12000
2600	ANA	NA	12000
2600	EUR	0.951141	12000
2600	YAM	0.0	12000
2570	EHG	NA	12000
2570	ANA	NA	12000
2570	EUR	0.952058	12000
2570	YAM	0.0	12000
2540	EHG	NA	12000
2540	ANA	NA	12000
2540	EUR	0.955244	12000
2540	YAM	0.0	12000
2510	EHG	NA	12000
2510	ANA	NA	12000
2510	EUR	0.961522	12000
2510	YAM	NA	12000
2480	EHG	NA	12000
2480	ANA	NA	12000
2480	EUR	0.963378	12000
2480	YAM	NA	12000
2450	EHG	NA	12000
2450	ANA	NA	12000
2450	EUR	0.963879	12000
2450	YAM	NA	12000
2420	EHG	NA	12000
2420	ANA	NA	12000
2420	EUR	0.96529	12000
2420	YAM	NA	12000
2390	EHG	NA	12000
2390	ANA	NA	12000
2390	EUR	0.967944	12000
2390	YAM	NA	12000
2360	EHG	NA	12000
2360	ANA	NA	12000
2360	EUR	0.971266	12000
2360	YAM	NA	12000
2330	EHG	NA	12000
2330	ANA	NA	12000
2330	EUR	0.972906	12000
2330	YAM	NA	12000
2300	EHG	NA	12000
2300	ANA	NA	12000
2300	EUR	0.973431	12000
2300	YAM	NA	12000
2270	EHG	NA	12000
2270	ANA	NA	12000
2270	EUR	0.974846	12000
2270	YAM	NA	12000
2240	EHG	NA	12000
2240	ANA	NA	12000
2240	EUR	0.97529	12000
2240	YAM	NA	12000
2210	EHG	NA	12000
2210	ANA	NA	12000
2210	EUR	0.976479	12000
2210	YAM	NA	12000
2180	EHG	NA	12000
2180	ANA	NA	12000
2180	EUR	0.979014	12000
2180	YAM	NA	12000
2150	EHG	NA	12000
2150	ANA	NA	12000
2150	EUR	0.981124	12000
2150	YAM	NA	12000
2120	EHG	NA	12000
2120	ANA	NA	12000
2120	EUR	0.980062	12000
2120	YAM	NA	12000
2090	EHG	NA	12000
2090	ANA	NA	12000
2090	EUR	0.981214	12000
2090	YAM	NA	12000
2060	EHG	NA	12000
2060	ANA	NA	12000
2060	EUR	0.981558	12000
2060	YAM	NA	12000
2030	EHG	NA	12000
2030	ANA	NA	12000
2030	EUR	0.983689	12000
2030	YAM	NA	12000
2000	EHG	NA	12000
2000	ANA	NA	12000
2000	EUR	0.984812	12000
2000	YAM	NA	12000
1970	EHG	NA	12000
1970	ANA	NA	12000
1970	EUR	0.985205	12000
1970	YAM	NA	12000
1940	EHG	NA	12000
1940	ANA	NA	12000
1940	EUR	0.984676	12000
1940	YAM	NA	12000
1910	EHG	NA	12000
1910	ANA	NA	12000
1910	EUR	0.986044	12000
1910	YAM	NA	12000
1880	EHG	NA	12000
1880	ANA	NA	12000
1880	EUR	0.986362	12000
1880	YAM	NA	12000
1850	EHG	NA	12000
1850	ANA	NA	12000
1850	EUR	0.98713	12000
1850	YAM	NA	12000
1820	EHG	NA	12000
1820	ANA	NA	12000
1820	EUR	0.987698	12000
1820	YAM	NA	12000
1790	EHG	NA	12000
1790	ANA	NA	12000
1790	EUR	0.98884	12000
1790	YAM	NA	12000
1760	EHG	NA	12000
1760	ANA	NA	12000
1760	EUR	0.990547	12000
1760	YAM	NA	12000
1730	EHG	NA	12000
1730	ANA	NA	12000
1730	EUR	0.990714	12000
1730	YAM	NA	12000
1700	EHG	NA	12000
1700	ANA	NA	12000
1700	EUR	0.991005	12000
1700	YAM	NA	12000
1670	EHG	NA	12000
1670	ANA	NA	12000
1670	EUR	0.991673	12000
1670	YAM	NA	12000
1640	EHG	NA	12000
1640	ANA	NA	12000
1640	EUR	0.992775	12000
1640	YAM	NA	12000
1610	EHG	NA	12000
1610	ANA	NA	12000
1610	EUR	0.993243	12000
1610	YAM	NA	12000
1580	EHG	NA	12000
1580	ANA	NA	12000
1580	EUR	0.994579	12000
1580	YAM	NA	12000
1550	EHG	NA	12000
1550	ANA	NA	12000
1550	EUR	0.995285	12000
1550	YAM	NA	12000
1520	EHG	NA	12000
1520	ANA	NA	12000
1520	EUR	0.994748	12000
1520	YAM	NA	12000
1490	EHG	NA	12000
1490	ANA	NA	12000
1490	EUR	0.994831	12000
1490	YAM	NA	12000
1460	EHG	NA	12000
1460	ANA	NA	12000
1460	EUR	0.994914	12000
1460	YAM	NA	12000
1430	EHG	NA	12000
1430	ANA	NA	12000
1430	EUR	0.995179	12000
1430	YAM	NA	12000
1400	EHG	NA	12000
1400	ANA	NA	12000
1400	EUR	0.995382	12000
1400	YAM	NA	12000
1370	EHG	NA	12000
1370	ANA	NA	12000
1370	EUR	0.995522	12000
1370	YAM	NA	12000
1340	EHG	NA	12000
1340	ANA	NA	12000
1340	EUR	0.995661	12000
1340	YAM	NA	12000
1310	EHG	NA	12000
1310	ANA	NA	12000
1310	EUR	0.995439	12000
1310	YAM	NA	12000
1280	EHG	NA	12000
1280	ANA	NA	12000
1280	EUR	0.995517	12000
1280	YAM	NA	12000
1250	EHG	NA	12000
1250	ANA	NA	12000
1250	EUR	0.996071	12000
1250	YAM	NA	12000
1220	EHG	NA	12000
1220	ANA	NA	12000
1220	EUR	0.996266	12000
1220	YAM	NA	12000
1190	EHG	NA	12000
1190	ANA	NA	12000
1190	EUR	0.996753	12000
1190	YAM	NA	12000
1160	EHG	NA	12000
1160	ANA	NA	12000
1160	EUR	0.996649	12000
1160	YAM	NA	12000
1130	EHG	NA	12000
1130	ANA	NA	12000
1130	EUR	0.996897	12000
1130	YAM	NA	12000
1100	EHG	NA	12000
1100	ANA	NA	12000
1100	EUR	0.997493	12000
1100	YAM	NA	12000
1070	EHG	NA	12000
1070	ANA	NA	12000
1070	EUR	0.99791	12000
1070	YAM	NA	12000
1040	EHG	NA	12000
1040	ANA	NA	12000
1040	EUR	0.997109	12000
1040	YAM	NA	12000
1010	EHG	NA	12000
1010	ANA	NA	12000
1010	EUR	0.997064	12000
1010	YAM	NA	12000
980	EHG	NA	12000
980	ANA	NA	12000
980	EUR	0.997133	12000
980	YAM	NA	12000
950	EHG	NA	12000
950	ANA	NA	12000
950	EUR	0.997602	12000
950	YAM	NA	12000
920	EHG	NA	12000
920	ANA	NA	12000
920	EUR	0.997384	12000
920	YAM	NA	12000
890	EHG	NA	12000
890	ANA	NA	12000
890	EUR	0.997621	12000
890	YAM	NA	12000
860	EHG	NA	12000
860	ANA	NA	12000
860	EUR	0.998026	12000
860	YAM	NA	12000
830	EHG	NA	12000
830	ANA	NA	12000
830	EUR	0.997866	12000
830	YAM	NA	12000
800	EHG	NA	12000
800	ANA	NA	12000
800	EUR	0.997651	12000
800	YAM	NA	12000
770	EHG	NA	12000
770	ANA	NA	12000
770	EUR	0.997549	12000
770	YAM	NA	12000
740	EHG	NA	12000
740	ANA	NA	12000
740	EUR	0.99767	12000
740	YAM	NA	12000
710	EHG	NA	12000
710	ANA	NA	12000
710	EUR	0.997514	12000
710	YAM	NA	12000
680	EHG	NA	12000
680	ANA	NA	12000
680	EUR	0.997635	12000
680	YAM	NA	12000
650	EHG	NA	12000
650	ANA	NA	12000
650	EUR	0.997644	12000
650	YAM	NA	12000
620	EHG	NA	12000
620	ANA	NA	12000
620	EUR	0.997709	12000
620	YAM	NA	12000
590	EHG	NA	12000
590	ANA	NA	12000
590	EUR	0.998533	12000
590	YAM	NA	12000
560	EHG	NA	12000
560	ANA	NA	12000
560	EUR	0.99881	12000
560	YAM	NA	12000
530	EHG	NA	12000
530	ANA	NA	12000
530	EUR	0.998653	12000
530	YAM	NA	12000
500	EHG	NA	12000
500	ANA	NA	12000
500	EUR	0.999088	12000
500	YAM	NA	12000
470	EHG	NA	12000
470	ANA	NA	12000
470	EUR	0.999359	12000
470	YAM	NA	12000
440	EHG	NA	12000
440	ANA	NA	12000
440	EUR	0.999308	12000
440	YAM	NA	12000
410	EHG	NA	12000
410	ANA	NA	12000
410	EUR	0.999364	12000
410	YAM	NA	12000
380	EHG	NA	12000
380	ANA	NA	12000
380	EUR	0.999367	12000
380	YAM	NA	12000
350	EHG	NA	12000
350	ANA	NA	12000
350	EUR	0.999474	12000
350	YAM	NA	12000
320	EHG	NA	12000
320	ANA	NA	12000
320	EUR	0.999529	12000
320	YAM	NA	12000
290	EHG	NA	12000
290	ANA	NA	12000
290	EUR	0.999166	12000
290	YAM	NA	12000
260	EHG	NA	12000
260	ANA	NA	12000
260	EUR	0.999273	12000
260	YAM	NA	12000
230	EHG	NA	12000
230	ANA	NA	12000
230	EUR	0.999173	12000
230	YAM	NA	12000
200	EHG	NA	12000
200	ANA	NA	12000
200	EUR	0.999228	12000
200	YAM	NA	12000
170	EHG	NA	12000
170	ANA	NA	12000
170	EUR	0.999692	12000
170	YAM	NA	12000
140	EHG	NA	12000
140	ANA	NA	12000
140	EUR	0.999745	12000
140	YAM	NA	12000
110	EHG	NA	12000
110	ANA	NA	12000
110	EUR	0.999797	12000
110	YAM	NA	12000
80	EHG	NA	12000
80	ANA	NA	12000
80	EUR	1.0	12000
80	YAM	NA	12000
50	EHG	NA	12000
50	ANA	NA	12000
50	EUR	1.0	12000
50	YAM	NA	12000
20	EHG	NA	12000
20	ANA	NA	12000
20	EUR	1.0	12000
20	YAM	NA	12000
-10	EHG	NA	12000
-10	ANA	NA	12000
-10	EUR	1.0	12000
-10	YAM	NA	12000
